referenceid	timestamp_started	timestamp_finished	username	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	soc	flag_review	comments
348	2022-05-13 08:06:05	2022-05-13 08:09:06	ndevito	tri01300	NCT04359797	ClinicalTrials.gov	COVID-19 Patient Positioning Pragmatic Trial	https://clinicaltrials.gov/show/NCT04359797	NCT04359797	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
356	2022-05-13 08:09:14	2022-05-13 08:38:00	ndevito	tri07210	NCT04666116	ClinicalTrials.gov	Changes in Viral Load in COVID-19 After Probiotics	https://clinicaltrials.gov/show/NCT04666116	NCT04666116	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
360	2022-05-15 13:38:25	2022-05-15 13:41:22	ndevito	tri03299	NCT04341688	ClinicalTrials.gov	A Clinical Trial of Gargling Agents in Reducing Intraoral Viral Load Among COVID-19 Patients	https://clinicaltrials.gov/show/NCT04341688	NCT04341688	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
363	2022-05-15 13:41:30	2022-05-15 13:44:29	ndevito	tri06718	NCT04610567	ClinicalTrials.gov	Treatment of Patients With Mild Coronavirus-19 (COVID-19) Disease With Methotrexate Associated to LDL Like Nanoparticles (Nano-COVID19)	https://clinicaltrials.gov/show/NCT04610567	NCT04610567	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Extracted for Phase 2 part of trial.
367	2022-05-15 13:44:35	2022-05-15 13:46:14	ndevito	tri01766	CTRI/2020/05/024981	CTRI	Clinical study on Dabur Chyawanprash as a preventive remedy in pandemic of Covid-19.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43374	CTRI/2020/05/024981	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Milk considered placebo here.
369	2022-05-15 13:46:28	2022-05-15 13:47:45	ndevito	tri04511	CTRI/2020/05/025215	CTRI	Effectiveness of Siddha medicine, Kabasura kudineer and vitamin c-zinc supplementation in the management of Mild COVID 19 patients.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43769	CTRI/2020/05/025215	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Vitamin C;Zinc	NULL	NULL
398	2022-05-15 13:50:44	2022-05-15 13:51:44	ndevito	tri04958	CTRI/2020/08/027477	CTRI	Evaluation of safety and efficacy of T-AYU-HM Premium and Onion steam vaporization/nebulization in Covid-19 patients.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46654	CTRI/2020/08/027477	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
406	2022-05-15 13:51:51	2022-05-15 13:55:19	ndevito	tri02393	NCT04406389	ClinicalTrials.gov	Anticoagulation in Critically Ill Patients With COVID-19 (The IMPACT Trial)	https://clinicaltrials.gov/show/NCT04406389	NCT04406389	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Anticoagulants (Unspecified)	NULL	In each arm the participant could have received one of many anticoagulants so I've listed that as general anticoagulation.
408	2022-05-15 13:55:25	2022-05-15 13:56:49	ndevito	tri02632	NCT04414124	ClinicalTrials.gov	A Clinical Study to Assess the Natural History of COVID-19 and Effects of KB109 and Supportive Self-care in Outpatients With Mild-to-moderate COVID-19	https://clinicaltrials.gov/show/NCT04414124	NCT04414124	2021-02-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	What they call self supportive care is not defined.
490	2022-05-15 13:56:54	2022-05-15 13:59:48	ndevito	tri05645	NCT04470258	ClinicalTrials.gov	Elmo Respiratory Support Project - COVID-19	https://clinicaltrials.gov/show/NCT04470258	NCT04470258	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Looks like this is actually a single arm trial of this ELMO system.
497	2022-05-15 14:00:02	2022-05-15 14:02:33	ndevito	tri05893	NCT04495933	ClinicalTrials.gov	A Study on the Safety, Tolerability and Immune Response of SARS-CoV-2 Sclamp (COVID-19) Vaccine in Healthy Adults	https://clinicaltrials.gov/show/NCT04495933	NCT04495933; ACTRN12620000674932; ISRCTN51232965	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Each arm is a different dose.
510	2022-05-15 14:02:57	2022-05-15 14:12:28	ndevito	tri06236	NCT04537962	ClinicalTrials.gov	Salivary SARS-CoV-2 Load of Covid-19 Patients After Oral Antimicrobial Solutions and Dentifrices	https://clinicaltrials.gov/show/NCT04537962	NCT04537962	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	There were also a toothpaste part of this trial. I've collapsed those into 1 arm.
512	2022-05-15 14:13:36	2022-05-15 14:21:18	ndevito	tri07225	ISRCTN27106947	ISRCTN	A study to assess several different treatments that may be useful for patients with COVID-19	http://www.isrctn.com/ISRCTN27106947	ISRCTN27106947; EUCTR2020-001860-27; NCT04746183	2021-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Trial is made up of multiple sub-trials. Captured all interventions used as unique arms.
527	2022-05-15 14:21:24	2022-05-16 01:45:35	ndevito	tri01286	NCT04345848	ClinicalTrials.gov	Preventing COVID-19 Complications With Low- and High-dose Anticoagulation	https://clinicaltrials.gov/show/NCT04345848	NCT04345848	2021-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Enoxaparin	NULL	NULL
555	2022-05-16 01:53:29	2022-05-16 01:55:46	ndevito	tri04057	ISRCTN34160010	ISRCTN	A low-intervention study of pre-exposure prophylaxis (PrEP) in healthy volunteers at high risk of coronavirus (SARS-CoV-2) infection.	http://www.isrctn.com/ISRCTN34160010	ISRCTN34160010	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Historic controls
559	2022-05-16 02:59:22	2022-05-16 03:00:43	ndevito	tri04439	RPCEC00000330	RPCEC	DALIA Study	https://rpcec.sld.cu/en/trials/RPCEC00000330-En	RPCEC00000330	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
565	2022-05-16 03:00:48	2022-05-16 03:03:45	ndevito	tri02948	NCT04351581	ClinicalTrials.gov	Effects of Discontinuing Renin-angiotensin System Inhibitors in Patients With and Without COVID-19	https://clinicaltrials.gov/show/NCT04351581	NCT04351581; EUCTR2020-001544-26	2022-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		NULL	NULL	This is a study of continuation/discontinuation of ACE/ARBs. It's slightly more complex for us but I'm putting it in as an ACE/ARB arms and a no treatment control arm which is fine for our purposes.
576	2022-05-16 03:03:53	2022-05-16 03:04:33	ndevito	tri03418	NCT04401579	ClinicalTrials.gov	Adaptive COVID-19 Treatment Trial 2 (ACTT-2)	https://clinicaltrials.gov/ct2/show/NCT04401579	NCT04401579; JPRN-jRCT2031200035; EUCTR2020-001052-18	0000-00-00	FALSE	FALSE	FALSE	FALSE	TRUE			Remdesivir	NULL	NULL
581	2022-05-16 03:04:55	2022-05-16 03:06:52	ndevito	tri00502	ChiCTR2000030946	ChiCTR	Effects of different VTE prevention methods on the prognosis of hospitalized patients with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=51265	ChiCTR2000030946	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	mechanical preventive anticoagulation seems to mean things like compression. Calling this a procedure.
587	2022-05-16 03:07:00	2022-05-16 03:11:26	ndevito	tri02344	NCT04368988	ClinicalTrials.gov	Evaluation of the Safety and Immunogenicity of a SARS-CoV-2 rS Nanoparticle Vaccine With/Without Matrix-M Adjuvant	https://clinicaltrials.gov/show/NCT04368988	NCT04368988; EUCTR2020-004123-16	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Phase 1/2, using Phase 2. 6 different dosing arms and a placebo arm.
605	2022-05-16 03:11:42	2022-05-16 03:12:16	ndevito	tri06087	NCT04521322	ClinicalTrials.gov	Efficacy of a Nasal Spray Containing Iota-Carrageenan in the Prophylaxis of COVID-19 Disease in Health Personnel Dedicated to Patients Care With COVID-19 Disease	https://clinicaltrials.gov/show/NCT04521322	NCT04521322	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
610	2022-05-16 03:12:21	2022-05-16 03:20:16	ndevito	tri06519	NCT04581291	ClinicalTrials.gov	The Effect of Aerobic Exercise on Immune Biomarkers and Symptoms Severity and Progression in Patients With COVID-19: A Pilot Randomized Control Trial	https://clinicaltrials.gov/show/NCT04581291	NCT04581291	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Hydroxychloroquine	NULL	NULL
626	2022-05-16 03:20:29	2022-05-16 03:27:26	ndevito	tri05845	NCT04490824	ClinicalTrials.gov	Inhalation of KELEA Excellerated Water in Covid-19 Infected Individuals	https://clinicaltrials.gov/show/NCT04490824		2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Not 100% sure what KELEA Excellerated Water is so I've listed it as &quot;Other&quot;. this is technically a cross-over trial (both arms get placebo and intervention in different order) in how it is described so I'm making it a treatment and a placebo arm.
871	2022-05-16 03:28:53	2022-05-16 04:10:18	ndevito	tri00055	ChiCTR2000029742	ChiCTR	A randomized, parallel controlled trial for the efficacy and safety of Sodium Aescinate Injection in the treatment of patients with pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49297	ChiCTR2000029742	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Simplifying to control arm, glucocorticoids (hormomonal therapy) and Sodium Aescinate arm
890	2022-05-16 04:10:56	2022-05-16 04:12:43	ndevito	tri00177	ChiCTR2000029974	ChiCTR	A prospective, multicenter, open-label, randomized, parallel-controlled trial for probiotics to evaluate efficacy and safety in patients infected with 2019 novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49321	ChiCTR2000029974	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
910	2022-05-16 04:15:54	2022-05-16 04:17:12	ndevito	tri00529	ChiCTR2000029573	ChiCTR	A multicenter, randomized, open, controlled clinical study to evaluate the efficacy and safety of recombinant cytokine gene-derived protein injection in combination with standard therapy in patients with novel coronavirus infection	http://www.chictr.org.cn/showprojen.aspx?proj=49065	ChiCTR2000029573	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Traditional Medicine;antivirals	NULL	NULL
917	2022-05-16 04:17:24	2022-05-16 04:19:58	ndevito	tri00822	ChiCTR2000031944	ChiCTR	Efficacy of Chinese Herbal Tea in the Prevention of Novel Coronavirus Pneumonia (COVID-19): a Randomized Controlled Trial	http://www.chictr.org.cn/showprojen.aspx?proj=52414	ChiCTR2000031944	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
931	2022-05-16 04:20:14	2022-05-16 04:28:07	ndevito	tri04236	EUCTR2020-002456-21	EU Clinical Trials Register	Boosting the BCG-induced immunity response by addition of bisphosphonate or MMR vaccine: a possible preventive approach against the coronavirus (BCG-PLUS)	https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002456-21	EUCTR2020-002456-21	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		BCG Vaccine	NULL	Registration isn't very clear about what the exact arms are. Says there are 5 arms but I can really only confidently id 3. Placebo, BCG+MMR and BCG+Alendronic Acid
939	2022-05-16 04:30:16	2022-05-16 04:32:42	ndevito	tri00192	NCT04273581	ClinicalTrials.gov	The Efficacy and Safety of Thalidomide Combined With Low-dose Hormones in the Treatment of Severe COVID-19	https://clinicaltrials.gov/show/NCT04273581	NCT04273581	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Abidol;Interferon Alpha;Methylprednisolone	NULL	NULL
943	2022-05-16 04:32:48	2022-05-16 04:47:05	ndevito	tri02933	NCT04315298	ClinicalTrials.gov	Evaluation of the Efficacy and Safety of Sarilumab in Hospitalized Patients With COVID-19	https://clinicaltrials.gov/show/NCT04315298	NCT04315298	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Different cohorts and arms but basically Sarilumab vs placebo
964	2022-05-16 04:47:11	2022-05-16 04:48:20	ndevito	tri03042	NCT04345861	ClinicalTrials.gov	Hydroxychloroquine Plus Azithromycin Versus Hydroxychloroquine for COVID-19 Pneumonia (COVIDOC Trial)	https://clinicaltrials.gov/show/NCT04345861	NCT04345861	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Hydroxychloroquine	NULL	NULL
968	2022-05-17 01:15:19	2022-05-17 01:17:47	ndevito	tri01291	NCT04352465	ClinicalTrials.gov	Efficacy and Safety of MTX-loaded Nanoparticles to Treat Severe COVID-19 Patients	https://clinicaltrials.gov/show/NCT04352465	NCT04352465	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
969	2022-05-17 01:17:53	2022-05-17 01:18:55	ndevito	tri01897	NCT04352933	ClinicalTrials.gov	PROLIFIC ChemoprophylaxisTrial (COVID-19)	https://clinicaltrials.gov/show/NCT04352933	NCT04352933; EUCTR2020-001331-26	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
990	2022-05-17 01:18:58	2022-05-17 01:19:46	ndevito	tri05383	NCT04371107	ClinicalTrials.gov	Proactive Care of Ambulatory COVID19 Patients	https://clinicaltrials.gov/show/NCT04371107	NCT04371107	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1016	2022-05-17 01:19:53	2022-05-17 01:21:33	ndevito	tri02643	NCT04416113	ClinicalTrials.gov	Photodynamic Therapy for the Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04416113	NCT04416113	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1020	2022-05-17 01:21:37	2022-05-17 01:23:17	ndevito	tri03502	NCT04434248	ClinicalTrials.gov	An Adaptive Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19	https://clinicaltrials.gov/show/NCT04434248	NCT04434248	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	No specific about what standard of care is even though they list some therapies. It many include those. Using the &quot;Pivotal&quot; stage for extraction which is the selected pilot dose of favipiravir vs SoC.
1022	2022-05-17 01:23:22	2022-05-17 01:25:42	ndevito	tri03516	NCT04435353	ClinicalTrials.gov	Assessment of the Effectiveness of Vibroacoustic Therapy for Respiratory Failure Caused by COVID 19	https://clinicaltrials.gov/show/NCT04435353	NCT04435353	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	This trial did not register its arms correctly and therefore there is no good data on what the arms of the trial are. I am only recording the VibroLung arm as that's the only one I can be sure existed.
1033	2022-05-17 01:26:07	2022-05-17 01:28:07	ndevito	tri05582	NCT04463420	ClinicalTrials.gov	Safety and Efficacy of PHR 160 Spray on the Outcomes of Patients With COVID-19	https://clinicaltrials.gov/show/NCT04463420	IRCT20200731048257N1; NCT04463420	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Famotidine;Hydroxychloroquine	NULL	PHR spray is a traditional Iranian medicine.
1039	2022-05-17 01:28:12	2022-05-17 01:32:29	ndevito	tri05750	NCT04479358	ClinicalTrials.gov	Low-dose Tocilizumab Versus Standard of Care in Hospitalized Patients With COVID-19	https://clinicaltrials.gov/show/NCT04479358	NCT04479358	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Contains two sub-studies. Basically Toc (at 2 doses) vs SoC and High-dose Toc vs 2 Low-doses of Toc. I'm representing this as 3 unique doses of Toc overall (40, 120, 400) and a soc arm.
1048	2022-05-17 01:32:33	2022-05-17 01:35:44	ndevito	tri06316	NCT04549376	ClinicalTrials.gov	Virucidal Effect of Povidone Iodine on COVID-19 In-Vivo	https://clinicaltrials.gov/show/NCT04549376	NCT04549376	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Various concentrations (6 overall, 4 uniqu) and delivery methods of povidone iodine. For our purposes fine to collapse into 2 PI arms (for the 2 types of delivery as the main distinguishing factor) and then the placebo control.
1054	2022-05-17 01:35:51	2022-05-17 01:37:29	ndevito	tri06631	NCT04597034	ClinicalTrials.gov	Efficacy and Safety of a Highly Selective Semipermeable Membrane (AN-69 Oxiris) vs (Standard AN-69) in COVID-19	https://clinicaltrials.gov/show/NCT04597034	NCT04597034	2021-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1075	2022-05-17 01:38:28	2022-05-17 01:40:05	ndevito	tri04562	CTRI/2020/05/025385	CTRI	Research study to evaluate the impact of Selected Ayurvedic interventions in containment zone	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43953	CTRI/2020/05/025385	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	The comparator is &quot;Hand sanitizer Face Mask Social Distancing&quot; which is basic control methods. Listing as &quot;no treatment&quot; as the control.
1097	2022-05-17 01:40:10	2022-05-17 01:42:33	ndevito	tri02468	NCT04363827	ClinicalTrials.gov	Protect: Study With Hydroxychloroquine for Prevention and Early Phase Treatment of Coronavirus Disease (COVID-19)	https://clinicaltrials.gov/show/NCT04363827	NCT04363827; EUCTR2020-001501-24	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Effectively 2 different dosing schedules of HCQ (for 2 different types of patient) compared to no treatment (observation).
1105	2022-05-17 01:42:37	2022-05-17 01:43:57	ndevito	tri05599	NCT04465604	ClinicalTrials.gov	Hypertonic Saline for COVID-19 Symptoms	https://clinicaltrials.gov/show/NCT04465604	NCT04465604	2021-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		NULL	NULL	NULL
1107	2022-05-17 01:44:02	2022-05-17 01:46:05	ndevito	tri00808	ACTRN12620000473965	ANZCTR	Reducing acute severe respiratory events in health care workers during the Covid-19 pandemic with OM85	https://anzctr.org.au/ACTRN12620000473965.aspx	ACTRN12620000473965	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Wait list control basically means people who didn't get treatment.
1141	2022-05-17 01:46:16	2022-05-17 01:46:57	ndevito	tri01289	NCT04349631	ClinicalTrials.gov	A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19	https://clinicaltrials.gov/show/NCT04349631	NCT04349631	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1195	2022-05-17 01:47:01	2022-05-17 01:49:38	ndevito	tri07276	NCT04323527	ClinicalTrials.gov	Chloroquine Diphosphate for the Treatment of Severe Acute Respiratory Syndrome Secondary to SARS-CoV2 (CloroCOVID19)	https://clinicaltrials.gov/ct2/show/NCT04323527	NCT04323527	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE			NULL	NULL	Taking the stage 2 study (CQ vs placebo) for extraction.
1197	2022-05-17 01:49:54	2022-05-17 01:51:50	ndevito	tri02914	RPCEC00000313	RPCEC	CIGB-258 at COVID-19	https://rpcec.sld.cu/en/trials/RPCEC00000313-En	RPCEC00000313	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1229	2022-05-17 01:52:17	2022-05-17 01:53:35	ndevito	tri01004	NCT04350684	ClinicalTrials.gov	Umifenovir in Hospitalized COVID-19 Patients	https://clinicaltrials.gov/show/NCT04350684	NCT04350684	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Hydroxychloroquine;Interferon Beta;Lopinavir;Ritonavir	NULL	NULL
1240	2022-05-17 01:53:53	2022-05-17 01:55:20	ndevito	tri03419	NCT04402866	ClinicalTrials.gov	TD-0903 for ALI Associated With COVID-19	https://clinicaltrials.gov/show/NCT04402866	NCT04402866; EUCTR2020-001807-18	2021-04-01	FALSE	FALSE	FALSE	FALSE	TRUE			NULL	NULL	Extracted Part 2: Drug vs. Placebo. Part 1 about figuring out dosing w/ multiple arms.
1254	2022-05-17 01:55:40	2022-05-17 01:57:54	ndevito	tri06018	NCT04512027	ClinicalTrials.gov	Prolectin-M in COVID-19 Patients Having Mild to Moderate Symptoms Not Requiring Oxygen Support.	https://clinicaltrials.gov/show/NCT04512027	NCT04512027; CTRI/2020/09/027833	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Defaulted this to a drug as unclear if it is a drug or biologic.
1260	2022-05-17 01:58:16	2022-05-17 01:59:04	ndevito	tri07212	NCT04666233	ClinicalTrials.gov	Personal Protective Equipment for the Prevention of SARS-Cov-2 During Neonatal Resuscitation	https://clinicaltrials.gov/show/NCT04666233	NCT04666233	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE			NULL	NULL	NULL
1269	2022-05-17 01:59:10	2022-05-17 02:00:08	ndevito	tri00842	EUCTR2020-001765-37	EU Clinical Trials Register	Pragmatic clinical trial of hydroxychloroquine in the treatment of oncohematological patients and health professionals with COVID-19 infection without radiological alteration.	https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001765-37	EUCTR2020-001765-37	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Two different cohorts based on disease both all just get HCQ.
1283	2022-05-17 02:00:23	2022-05-17 02:01:45	ndevito	tri03350	NCT04365101	ClinicalTrials.gov	Natural Killer Cell (CYNK-001) Infusions in Adults With COVID-19	https://clinicaltrials.gov/show/NCT04365101	NCT04365101	2021-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		NULL	NULL	Using Phase 2 part for extraction.
1300	2022-05-17 02:02:01	2022-05-17 02:06:11	ndevito	tri01280	NCT04329923	ClinicalTrials.gov	The PATCH Trial (Prevention And Treatment of COVID-19 With Hydroxychloroquine)	https://clinicaltrials.gov/show/NCT04329923	NCT04329923	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Three different cohorts in this study: HCQ vs placebo in two and High-dose HCQ vs low-dose HCQ in one all in different populations. Putting in as HCQ arm and placebo arm as most representative of what this study was examining and indicative of the arms.
1312	2022-05-17 02:08:07	2022-05-17 02:10:17	ndevito	tri02586	NCT04372589	ClinicalTrials.gov	Antithrombotic Therapy to Ameliorate Complications of COVID-19 (ATTACC)	https://clinicaltrials.gov/show/NCT04372589	NCT04372589	2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	They get either type of heparin therapeutically in the experimental group.
1340	2022-05-17 02:12:44	2022-05-17 02:13:38	ndevito	tri00227	ChiCTR2000030265	ChiCTR	Study for continuous renal replacement therapy with adsorption filter in the treatment of the novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49691	ChiCTR2000030265	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
1416	2022-05-17 02:13:49	2022-05-17 02:16:39	ndevito	tri02291	NCT04400929	ClinicalTrials.gov	Using GM-CSF as a Host Directed Therapeutic Against COVID-19	https://clinicaltrials.gov/show/NCT04400929	NCT04400929	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	Various different treatment arms for specific types of pts. who got it for different amounts of time but ultimately just Sargramostim vs placebo
1432	2022-05-17 02:16:49	2022-05-17 02:18:06	ndevito	tri02581	NCT04359680	ClinicalTrials.gov	Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Pre- and Post Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses (VRI) in Healthcare Workers and Others at Increased Risk of SARS-CoV-2 Infection	https://clinicaltrials.gov/show/NCT04359680	NCT04359680	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	Vitamin B was the placebo it looks like. Not a SoC.
816	2022-05-17 02:18:13	2022-05-17 02:19:26	ndevito	tri03264	NCT04432272	ClinicalTrials.gov	ANTIBODY-LEVEL BASED ANALYSIS OF COVID-19 CONVALESCENT SERUM (ABACCuS)	https://clinicaltrials.gov/show/NCT04432272	NCT04432272	2020-11-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	Two different arms based on type of patient. Collapsed into 1 unique arm for our purposes.
796	2022-05-17 02:19:43	2022-05-17 02:21:58	ndevito	tri08607	ISRCTN18304314	ISRCTN	Effect of convalescent plasma therapy on intensive care unit (ICU) deaths from COVID-19 in Suriname	http://www.isrctn.com/ISRCTN18304314	ISRCTN18304314	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	This isn't specific about SoC so calling undefined: Participants were allocated to receive either standard treatment including dexamethasone
1455	2022-05-17 02:24:24	2022-05-17 02:25:29	ndevito	tri03102	NCT04420299	ClinicalTrials.gov	Clinical Trial on the Efficacy and Safety of Bemiparin in Patients Hospitalized Because of COVID-19	https://clinicaltrials.gov/show/NCT04420299	EUCTR2020-001548-24; NCT04420299	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Bemiparin sodium	NULL	NULL
758	2022-05-17 02:25:41	2022-05-17 02:27:09	ndevito	tri07965	NCT04768179	ClinicalTrials.gov	Safety & Efficacy of Low Dose Aspirin / Ivermectin Combination Therapy for Treatment of Covid-19 Patients	https://clinicaltrials.gov/show/NCT04768179	NCT04768179	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	2 different dosing arms.
1444	2022-05-17 02:27:16	2022-05-17 02:28:52	ndevito	tri02970	NCT04401293	ClinicalTrials.gov	Full Dose Heparin Vs. Prophylactic Or Intermediate Dose Heparin in High Risk COVID-19 Patients	https://clinicaltrials.gov/show/NCT04401293	NCT04401293	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Low molecular weight heparin (LMWH);Unfractionated heparin	NULL	SoC is prophylactic doses of either heparin.
1450	2022-05-17 02:28:56	2022-05-17 02:31:31	ndevito	tri03051	NCT04353596	ClinicalTrials.gov	Stopping ACE-inhibitors in COVID-19	https://clinicaltrials.gov/show/NCT04353596	EUCTR2020-001206-35; NCT04353596	2021-02-01	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE		NULL	NULL	While the actual intervention in this trial is stopping treatment and the control is continuing, to represent this in our schema I have put ACE & ARB treatment as the experimental arm and No treatment (the stopping) as the control arm.
674	2022-05-17 02:32:07	2022-05-17 02:33:17	ndevito	tri03289	NCT04328285	ClinicalTrials.gov	Chemoprophylaxis of SARS-CoV-2 Infection (COVID-19) in Exposed Healthcare Workers	https://clinicaltrials.gov/show/NCT04328285	NCT04328285; EUCTR2020-001188-96	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
672	2022-05-17 02:33:22	2022-05-17 02:35:12	ndevito	tri00269	NCT04286503	ClinicalTrials.gov	The Clinical Study of Carrimycin on Treatment Patients With COVID-19	https://clinicaltrials.gov/show/NCT04286503	NCT04286503	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Chloroquine;Lopinavir;Ritonavir;Umifenovir (Arbidol)	NULL	NULL
