referenceid	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	type	control_type	placebo_plus_soc	category	intervention	intervention_plus_soc
1302	tri01363	NCT04369274	ClinicalTrials.gov	Repeated Measures Trial of Temporary Automated Manual Ventilation Versus Noninvasive Oxygenation or Conventional Vent	https://clinicaltrials.gov/show/NCT04369274	NCT04369274	2021-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		experimental	NULL	NULL	device	Mechanical Ventilation (Any)	no
1238	tri02598	NCT04392414	ClinicalTrials.gov	Hyperimmune Convalescent Plasma in Moderate and Severe COVID-19 Disease	https://clinicaltrials.gov/show/NCT04392414	NCT04392414	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
1238	tri02598	NCT04392414	ClinicalTrials.gov	Hyperimmune Convalescent Plasma in Moderate and Severe COVID-19 Disease	https://clinicaltrials.gov/show/NCT04392414	NCT04392414	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
205	tri03336	NCT04359277	ClinicalTrials.gov	A Randomized Trial of Anticoagulation Strategies in COVID-19	https://clinicaltrials.gov/show/NCT04359277	NCT04359277	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Heparin (LMWH or Unfractionated)	defined_soc
205	tri03336	NCT04359277	ClinicalTrials.gov	A Randomized Trial of Anticoagulation Strategies in COVID-19	https://clinicaltrials.gov/show/NCT04359277	NCT04359277	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	P2Y12 inhibitor (Unspecified)	defined_soc
205	tri03336	NCT04359277	ClinicalTrials.gov	A Randomized Trial of Anticoagulation Strategies in COVID-19	https://clinicaltrials.gov/show/NCT04359277	NCT04359277	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Heparin (LMWH or Unfractionated);P2Y12 inhibitor (Unspecified)	defined_soc
205	tri03336	NCT04359277	ClinicalTrials.gov	A Randomized Trial of Anticoagulation Strategies in COVID-19	https://clinicaltrials.gov/show/NCT04359277	NCT04359277	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Crizanlizumab	defined_soc
205	tri03336	NCT04359277	ClinicalTrials.gov	A Randomized Trial of Anticoagulation Strategies in COVID-19	https://clinicaltrials.gov/show/NCT04359277	NCT04359277	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	SGLT2 inhibitor (Unspecified)	defined_soc
205	tri03336	NCT04359277	ClinicalTrials.gov	A Randomized Trial of Anticoagulation Strategies in COVID-19	https://clinicaltrials.gov/show/NCT04359277	NCT04359277	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
1579	tri06052	NCT04516915	ClinicalTrials.gov	IMU-838 and Oseltamivir in the Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04516915	ISRCTN53038326; EUCTR2020-001805-21; NCT04516915	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Vidofludimus calcium	defined_soc
1579	tri06052	NCT04516915	ClinicalTrials.gov	IMU-838 and Oseltamivir in the Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04516915	ISRCTN53038326; EUCTR2020-001805-21; NCT04516915	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
1557	tri05702	NCT04475107	ClinicalTrials.gov	The Efficacy and Safety of Pyramax in Mild to Moderate COVID-19 Patients	https://clinicaltrials.gov/show/NCT04475107	NCT04475107	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Artesunate;Pyronaridine	no
1557	tri05702	NCT04475107	ClinicalTrials.gov	The Efficacy and Safety of Pyramax in Mild to Moderate COVID-19 Patients	https://clinicaltrials.gov/show/NCT04475107	NCT04475107	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1571	tri05992	NCT04508985	ClinicalTrials.gov	The McGill RAAS-COVID-19 Trial	https://clinicaltrials.gov/show/NCT04508985	NCT04508985	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	RAAS inhibitor (Unspecified)	no
1571	tri05992	NCT04508985	ClinicalTrials.gov	The McGill RAAS-COVID-19 Trial	https://clinicaltrials.gov/show/NCT04508985	NCT04508985	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	no_treatment	NULL	NULL	NULL	NULL
1537	tri05203	CTRI/2020/11/029166	CTRI	Curaneum 20 for Covid 19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46785	CTRI/2020/11/029166	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	other	Homeopathy	no
1537	tri05203	CTRI/2020/11/029166	CTRI	Curaneum 20 for Covid 19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46785	CTRI/2020/11/029166	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	undefined_soc	NULL	NULL	NULL
1516	tri04647	CTRI/2020/06/025844	CTRI	Pre-Identified Homoeopathic Medicines In Asymptomatic Covid -19 Individuals Receiving Standard Treatment Protocol	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43760	CTRI/2020/06/025844	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	other	Homeopathy	undefined_soc
1516	tri04647	CTRI/2020/06/025844	CTRI	Pre-Identified Homoeopathic Medicines In Asymptomatic Covid -19 Individuals Receiving Standard Treatment Protocol	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43760	CTRI/2020/06/025844	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
1527	tri04991	CTRI/2020/09/027687	CTRI	Assessment of effect of steam inhalation, saline gargling and povidone Iodine gargling on reduction of symptoms and prevention of spread of COVID 19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47280	CTRI/2020/09/027687	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	no_treatment	NULL	NULL	NULL	NULL
1527	tri04991	CTRI/2020/09/027687	CTRI	Assessment of effect of steam inhalation, saline gargling and povidone Iodine gargling on reduction of symptoms and prevention of spread of COVID 19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47280	CTRI/2020/09/027687	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Povidone-iodine	no
1527	tri04991	CTRI/2020/09/027687	CTRI	Assessment of effect of steam inhalation, saline gargling and povidone Iodine gargling on reduction of symptoms and prevention of spread of COVID 19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47280	CTRI/2020/09/027687	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	other	Nasopharyngeal saline wash	no
1527	tri04991	CTRI/2020/09/027687	CTRI	Assessment of effect of steam inhalation, saline gargling and povidone Iodine gargling on reduction of symptoms and prevention of spread of COVID 19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47280	CTRI/2020/09/027687	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	procedure	Steam inhalation	no
966	tri03202	NCT04346446	ClinicalTrials.gov	Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients	https://clinicaltrials.gov/show/NCT04346446	NCT04346446; CTRI/2020/04/024706	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	defined_soc
966	tri03202	NCT04346446	ClinicalTrials.gov	Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients	https://clinicaltrials.gov/show/NCT04346446	NCT04346446; CTRI/2020/04/024706	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	defined_soc	NULL	NULL	NULL
487	tri02073	NCT04392141	ClinicalTrials.gov	Colchicine Plus Phenolic Monoterpenes to Treat COVID-19	https://clinicaltrials.gov/show/NCT04392141		2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	multiple	Colchicine;herbal phenolic monoterpene fractions	undefined_soc
487	tri02073	NCT04392141	ClinicalTrials.gov	Colchicine Plus Phenolic Monoterpenes to Treat COVID-19	https://clinicaltrials.gov/show/NCT04392141		2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
1322	tri04394	IRCT20201012049010N1	IRCT	The effect of balloon-blowing on dyspnea and oxygenation in non-critical adult covid-19 patients.	http://en.irct.ir/trial/51591	IRCT20201012049010N1	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
1322	tri04394	IRCT20201012049010N1	IRCT	The effect of balloon-blowing on dyspnea and oxygenation in non-critical adult covid-19 patients.	http://en.irct.ir/trial/51591	IRCT20201012049010N1	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	procedure	Balloon blowing	undefined_soc
703	tri05601	NCT04465695	ClinicalTrials.gov	Dual Therapy With Interferon Beta-1b and Clofazimine for COVID-19	https://clinicaltrials.gov/show/NCT04465695	NCT04465695	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Interferon Beta (Any)	undefined_soc
127	tri00546	NCT04304313	ClinicalTrials.gov	A Pilot Study of Sildenafil in COVID-19	https://clinicaltrials.gov/show/NCT04304313	NCT04304313	2020-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Sildenafil	no
522	tri03604	NCT04444700	ClinicalTrials.gov	A Pragmatic Randomized Controlled Trial of Therapeutic Anticoagulation Versus Standard Care as a Rapid Response to (SARS-CoV-2) COVID-19 Pandemic	https://clinicaltrials.gov/show/NCT04444700	NCT04444700; NCT04362085	2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Heparin (LMWH or Unfractionated)	no
522	tri03604	NCT04444700	ClinicalTrials.gov	A Pragmatic Randomized Controlled Trial of Therapeutic Anticoagulation Versus Standard Care as a Rapid Response to (SARS-CoV-2) COVID-19 Pandemic	https://clinicaltrials.gov/show/NCT04444700	NCT04444700; NCT04362085	2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
131	tri02934	NCT04316377	ClinicalTrials.gov	Norwegian Coronavirus Disease 2019 Study	https://clinicaltrials.gov/show/NCT04316377	NCT04316377	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	undefined_soc
131	tri02934	NCT04316377	ClinicalTrials.gov	Norwegian Coronavirus Disease 2019 Study	https://clinicaltrials.gov/show/NCT04316377	NCT04316377	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
552	tri01922	NCT04379076	ClinicalTrials.gov	InterLeukin-7 (CYT107) to Improve Clinical Outcomes in Lymphopenic pAtients With COVID-19 Infection UK Cohort	https://clinicaltrials.gov/show/NCT04379076	NCT04379076; EUCTR2020-001786-36; ISRCTN15913068	2021-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		experimental	NULL	NULL	biologics	Interleukin-7	no
552	tri01922	NCT04379076	ClinicalTrials.gov	InterLeukin-7 (CYT107) to Improve Clinical Outcomes in Lymphopenic pAtients With COVID-19 Infection UK Cohort	https://clinicaltrials.gov/show/NCT04379076	NCT04379076; EUCTR2020-001786-36; ISRCTN15913068	2021-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		control	placebo	no	NULL	NULL	NULL
742	tri06956	NCT04466241	ClinicalTrials.gov	Combination Therapies to Reduce Carriage of SARS-Cov-2 and Improve Outcome of COVID-19 in Ivory Coast: a Phase Randomized IIb Trial	https://clinicaltrials.gov/show/NCT04466241	NCT04466241	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Telmisartan	defined_soc
742	tri06956	NCT04466241	ClinicalTrials.gov	Combination Therapies to Reduce Carriage of SARS-Cov-2 and Improve Outcome of COVID-19 in Ivory Coast: a Phase Randomized IIb Trial	https://clinicaltrials.gov/show/NCT04466241	NCT04466241	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Atorvastatin	defined_soc
742	tri06956	NCT04466241	ClinicalTrials.gov	Combination Therapies to Reduce Carriage of SARS-Cov-2 and Improve Outcome of COVID-19 in Ivory Coast: a Phase Randomized IIb Trial	https://clinicaltrials.gov/show/NCT04466241	NCT04466241	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
820	tri08957	NCT04746430	ClinicalTrials.gov	COVID-19 Primary Care Platform for Early Treatment and Recovery (COPPER) Study	https://clinicaltrials.gov/show/NCT04746430	NCT04746430	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Dexamethasone	no
820	tri08957	NCT04746430	ClinicalTrials.gov	COVID-19 Primary Care Platform for Early Treatment and Recovery (COPPER) Study	https://clinicaltrials.gov/show/NCT04746430	NCT04746430	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	no_treatment	NULL	NULL	NULL	NULL
1251	tri05790	NCT04483830	ClinicalTrials.gov	Suloexide in the Treatment of Early Stages of COVID-19	https://clinicaltrials.gov/show/NCT04483830	NCT04483830; ISRCTN59048638	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Sulodexide	undefined_soc
1251	tri05790	NCT04483830	ClinicalTrials.gov	Suloexide in the Treatment of Early Stages of COVID-19	https://clinicaltrials.gov/show/NCT04483830	NCT04483830; ISRCTN59048638	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	undefined_soc	NULL	NULL	NULL
1295	tri00985	NCT04347941	ClinicalTrials.gov	Awake Prone Positioning to Reduce Invasive VEntilation in COVID-19 Induced Acute Respiratory failurE	https://clinicaltrials.gov/show/NCT04347941	NCT04347941	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	procedure	Prone Positioning	defined_soc
1295	tri00985	NCT04347941	ClinicalTrials.gov	Awake Prone Positioning to Reduce Invasive VEntilation in COVID-19 Induced Acute Respiratory failurE	https://clinicaltrials.gov/show/NCT04347941	NCT04347941	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
1461	tri03217	NCT04387409	ClinicalTrials.gov	Study to Assess VPM1002 in Reducing Healthcare Professionals' Absenteeism in COVID-19 Pandemic	https://clinicaltrials.gov/show/NCT04387409	NCT04387409; EUCTR2020-001376-15	2021-05-01	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_non_covid	VPM1002 vaccine	no
1461	tri03217	NCT04387409	ClinicalTrials.gov	Study to Assess VPM1002 in Reducing Healthcare Professionals' Absenteeism in COVID-19 Pandemic	https://clinicaltrials.gov/show/NCT04387409	NCT04387409; EUCTR2020-001376-15	2021-05-01	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1143	tri05711	NCT04475588	ClinicalTrials.gov	Efficacy and Safety of Itolizumab in COVID-19 Complications	https://clinicaltrials.gov/show/NCT04475588	CTRI/2020/05/024959; NCT04475588	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	itolizumab	undefined_soc
1143	tri05711	NCT04475588	ClinicalTrials.gov	Efficacy and Safety of Itolizumab in COVID-19 Complications	https://clinicaltrials.gov/show/NCT04475588	CTRI/2020/05/024959; NCT04475588	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
397	tri04895	CTRI/2020/08/027120	CTRI	A clinical trial to know the efficacy and safety of herbal product Virowin in combination with Energy-Z capsule in treating mild to moderate COVID-19 patients.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46319	CTRI/2020/08/027120	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	traditional_medicine	Traditional Medicine	no
397	tri04895	CTRI/2020/08/027120	CTRI	A clinical trial to know the efficacy and safety of herbal product Virowin in combination with Energy-Z capsule in treating mild to moderate COVID-19 patients.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46319	CTRI/2020/08/027120	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
183	tri00995	NCT04348877	ClinicalTrials.gov	Plasma Rich Antibodies From Recovered Patients From COVID19	https://clinicaltrials.gov/show/NCT04348877	NCT04348877	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	defined_soc
485	tri00801	NCT04344080	ClinicalTrials.gov	Effect of CytoSorb Adsorber on Hemodynamic and Immunological Parameters in Critical Ill Patients With COVID-19	https://clinicaltrials.gov/show/NCT04344080	NCT04344080; DRKS00021199	2021-04-01	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE		experimental	NULL	NULL	procedure	Cytokine absorber	defined_soc
485	tri00801	NCT04344080	ClinicalTrials.gov	Effect of CytoSorb Adsorber on Hemodynamic and Immunological Parameters in Critical Ill Patients With COVID-19	https://clinicaltrials.gov/show/NCT04344080	NCT04344080; DRKS00021199	2021-04-01	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
1634	tri06780	NCT04621149	ClinicalTrials.gov	An Outpatient Study Investigating Non-prescription Treatments for COVID-19	https://clinicaltrials.gov/show/NCT04621149	NCT04621149	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1634	tri06780	NCT04621149	ClinicalTrials.gov	An Outpatient Study Investigating Non-prescription Treatments for COVID-19	https://clinicaltrials.gov/show/NCT04621149	NCT04621149	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	chlorine dioxide	no
1634	tri06780	NCT04621149	ClinicalTrials.gov	An Outpatient Study Investigating Non-prescription Treatments for COVID-19	https://clinicaltrials.gov/show/NCT04621149	NCT04621149	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Zinc (Any)	no
1634	tri06780	NCT04621149	ClinicalTrials.gov	An Outpatient Study Investigating Non-prescription Treatments for COVID-19	https://clinicaltrials.gov/show/NCT04621149	NCT04621149	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Zinc (Any);chlorine dioxide	no
1634	tri06780	NCT04621149	ClinicalTrials.gov	An Outpatient Study Investigating Non-prescription Treatments for COVID-19	https://clinicaltrials.gov/show/NCT04621149	NCT04621149	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	multiple	Famotidine;Green Tea Extract;Lactoferrin	no
1634	tri06780	NCT04621149	ClinicalTrials.gov	An Outpatient Study Investigating Non-prescription Treatments for COVID-19	https://clinicaltrials.gov/show/NCT04621149	NCT04621149	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	multiple	Green Tea Extract;Lactoferrin;chlorine dioxide	no
1634	tri06780	NCT04621149	ClinicalTrials.gov	An Outpatient Study Investigating Non-prescription Treatments for COVID-19	https://clinicaltrials.gov/show/NCT04621149	NCT04621149	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	multiple	Famotidine;Green Tea Extract;Lactoferrin;Zinc (Any)	no
1634	tri06780	NCT04621149	ClinicalTrials.gov	An Outpatient Study Investigating Non-prescription Treatments for COVID-19	https://clinicaltrials.gov/show/NCT04621149	NCT04621149	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	multiple	Famotidine;Green Tea Extract;Lactoferrin;Zinc (Any);chlorine dioxide	no
1288	tri00317	ChiCTR2000029993	ChiCTR	A pilot study for Integrated Chinese and Western Medicine in the treatment of non-critical novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49435	ChiCTR2000029993	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	multiple	Traditional Medicine;Umifenovir (Arbidol)	undefined_soc
1288	tri00317	ChiCTR2000029993	ChiCTR	A pilot study for Integrated Chinese and Western Medicine in the treatment of non-critical novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49435	ChiCTR2000029993	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
1353	tri00692	ACTRN12620000454976	ANZCTR	Can intravenous high dose zinc improve clinical outcomes in patients with COVID-19 infection?	https://anzctr.org.au/ACTRN12620000454976.aspx	ACTRN12620000454976	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Zinc (Any)	no
1353	tri00692	ACTRN12620000454976	ANZCTR	Can intravenous high dose zinc improve clinical outcomes in patients with COVID-19 infection?	https://anzctr.org.au/ACTRN12620000454976.aspx	ACTRN12620000454976	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1554	tri05664	NCT04471766	ClinicalTrials.gov	Locally Produced Cloth Face Mask and COVID-19 Like Illness Prevention	https://clinicaltrials.gov/show/NCT04471766	NCT04471766	2021-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	device	Mask (PPE)	defined_soc
1554	tri05664	NCT04471766	ClinicalTrials.gov	Locally Produced Cloth Face Mask and COVID-19 Like Illness Prevention	https://clinicaltrials.gov/show/NCT04471766	NCT04471766	2021-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
1655	tri06938	NCT04647305	ClinicalTrials.gov	Effectiveness and Adherence to Closed Face Shields to Prevent COVID-19 Transmission	https://clinicaltrials.gov/show/NCT04647305	NCT04647305	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	device	Face shield	defined_soc
1655	tri06938	NCT04647305	ClinicalTrials.gov	Effectiveness and Adherence to Closed Face Shields to Prevent COVID-19 Transmission	https://clinicaltrials.gov/show/NCT04647305	NCT04647305	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
1643	tri06836	NCT04630054	ClinicalTrials.gov	Face Masks to Reduce COVID-19 in Bangladesh	https://clinicaltrials.gov/show/NCT04630054	NCT04630054	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	multiple	Awareness campaign	NULL
1643	tri06836	NCT04630054	ClinicalTrials.gov	Face Masks to Reduce COVID-19 in Bangladesh	https://clinicaltrials.gov/show/NCT04630054	NCT04630054	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	no_treatment	NULL	NULL	NULL	NULL
1642	tri06834	NCT04629989	ClinicalTrials.gov	Comparison of the Surgical Facemask With the Double-trunk Mask on Oxygenation in COVID-19	https://clinicaltrials.gov/show/NCT04629989	NCT04629989	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL		NULL
1642	tri06834	NCT04629989	ClinicalTrials.gov	Comparison of the Surgical Facemask With the Double-trunk Mask on Oxygenation in COVID-19	https://clinicaltrials.gov/show/NCT04629989	NCT04629989	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	device	Double-Trunk Mask	defined_soc
1642	tri06834	NCT04629989	ClinicalTrials.gov	Comparison of the Surgical Facemask With the Double-trunk Mask on Oxygenation in COVID-19	https://clinicaltrials.gov/show/NCT04629989	NCT04629989	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	multiple	Mask (PPE)	defined_soc
1216	tri00534	NCT04254874	ClinicalTrials.gov	A Prospective/Retrospective,Randomized Controlled Clinical Study of Interferon Atomization in the 2019-nCoV Pneumonia	https://clinicaltrials.gov/show/NCT04254874	NCT04254874	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	defined_soc	NULL	NULL		NULL
1216	tri00534	NCT04254874	ClinicalTrials.gov	A Prospective/Retrospective,Randomized Controlled Clinical Study of Interferon Atomization in the 2019-nCoV Pneumonia	https://clinicaltrials.gov/show/NCT04254874	NCT04254874	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Interferon atomization	defined_soc
661	tri00186	ChiCTR2000029803	ChiCTR	A prospective, randomized, open-label, controlled clinical study to evaluate the preventive effect of hydroxychloroquine on close contacts after exposure to the Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49428	ChiCTR2000029803	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
661	tri00186	ChiCTR2000029803	ChiCTR	A prospective, randomized, open-label, controlled clinical study to evaluate the preventive effect of hydroxychloroquine on close contacts after exposure to the Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49428	ChiCTR2000029803	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
661	tri00186	ChiCTR2000029803	ChiCTR	A prospective, randomized, open-label, controlled clinical study to evaluate the preventive effect of hydroxychloroquine on close contacts after exposure to the Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49428	ChiCTR2000029803	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Umifenovir (Arbidol)	no
661	tri00186	ChiCTR2000029803	ChiCTR	A prospective, randomized, open-label, controlled clinical study to evaluate the preventive effect of hydroxychloroquine on close contacts after exposure to the Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49428	ChiCTR2000029803	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Umifenovir (Arbidol)	no
