index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
5579,NCT04487197,ClinicalTrials.gov,2020-07-24,2020-07-15,True,Antonio Secchi,Recruiting,Not Applicable,Observational,Italy,"SARS-CoV2 (COVID-19) Seroepidemiological Transplanted Subjects (Kidney, Kidney-pancreas, Pancreas, Langerhans Islets)",Clinical Presentation (Epidemiology),No Intervention,No Intervention,300,https://clinicaltrials.gov/show/NCT04487197,None
5580,NCT04487210,ClinicalTrials.gov,2020-07-22,2020-10-07,False,Medigen Vaccine Biologics Corp.,Recruiting,Phase 1,Interventional,Taiwan,A Study to Evaluate the Safety and Immunogenicity of MVC-COV1901 Against COVID-19,Drug,MVC-COV1901,MVC-COV1901,45,https://clinicaltrials.gov/show/NCT04487210,None
5581,NCT04487444,ClinicalTrials.gov,2020-07-22,2020-09-10,False,Rhode Island Hospital,Recruiting,Phase 2,Interventional,United States,Thymalfasin (Thymosin Alpha 1) to Treat COVID-19 Infection,Drug,Thymosin alpha,Thymosin alpha,80,https://clinicaltrials.gov/show/NCT04487444,None
5582,NCT04487574,ClinicalTrials.gov,2020-07-22,2020-07-25,False,RSV Therapeutics LLC,Not Recruiting,Phase 3,Interventional,Russian Federation,A Study to Assess the Efficacy and Safety of XC221 in Patients With COVID-19,Drug,XC221,XC221,118,https://clinicaltrials.gov/show/NCT04487574,None
5583,NCT04487639,ClinicalTrials.gov,2020-07-21,2020-07-10,True,"University Hospital, Clermont-Ferrand",Recruiting,Not Applicable,Interventional,France,Presence of SARS-CoV-2 in Semen: Impact on Fertility Preservation in Male Oncological Patients ?,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,250,https://clinicaltrials.gov/show/NCT04487639,None
5584,NCT04487665,ClinicalTrials.gov,2020-07-21,2020-09-15,False,Cairo University,Not Recruiting,Not Applicable,Observational,No Country Given,Oral Manifestations of Coronavirus Disease 2019(COVID-19) :a Multicentre Study,Clinical Presentation,No Intervention,No Intervention,50,https://clinicaltrials.gov/show/NCT04487665,None
5585,NCT04487769,ClinicalTrials.gov,2020-07-24,2020-06-01,True,UMC Amsterdam,Recruiting,Not Applicable,Observational,Netherlands,Lung Ultrasound in COVID-19 Patients,Prognosis,No Intervention,No Intervention,30,https://clinicaltrials.gov/show/NCT04487769,None
5586,NCT04487873,ClinicalTrials.gov,2020-07-23,2020-07-23,False,Hacettepe University,Not Recruiting,Not Applicable,Observational,No Country Given,COVID-19 Phobia in Patients With Bronchiectasis During Covid-19 Pandemic,Other (psych),No Intervention,No Intervention,28,https://clinicaltrials.gov/show/NCT04487873,None
5587,NCT04487886,ClinicalTrials.gov,2020-07-23,2020-08-01,False,Emory University,Not Recruiting,Phase 2,Interventional,United States,Duvelisib Ameliorates Manifestations of Pneumonia in Established Novel Coronavirus Infection (COVID-19),Drug,Duvelisib,Duvelisib,80,https://clinicaltrials.gov/show/NCT04487886,None
5588,NCT04487951,ClinicalTrials.gov,2020-07-24,2020-07-01,True,Cairo University,Recruiting,Not Applicable,Observational,Egypt,N-terminal Pro B-type Natriuretic Peptide and Vitamin D Levels as Prognostic Markers in COVID-19 Pneumonia,Prognosis,No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04487951,None
5589,NCT04487964,ClinicalTrials.gov,2020-07-24,2020-01-01,True,Egyptian Biomedical Research Network,Recruiting,Not Applicable,Interventional,Egypt,Complementary Intervention for COVID-19,Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,70,https://clinicaltrials.gov/show/NCT04487964,None
5590,NCT04487977,ClinicalTrials.gov,2020-07-23,2020-04-22,True,Spanish Society of Anesthesia and Critical Care (SEDAR),Recruiting,Not Applicable,Observational,Spain,Survey on COVID-19 Airway Management,Other,No Intervention,No Intervention,5000,https://clinicaltrials.gov/show/NCT04487977,None
5591,NCT04487990,ClinicalTrials.gov,2020-07-23,2020-06-29,True,University of São Paulo General Hospital,Recruiting,Not Applicable,Interventional,Brazil,CoV-Hep Study: Regional Anticoagulation Modalities in Continuous Venous Venous Hemodialysis in Patients With COVID-19,Drug,Heparin,Heparin,90,https://clinicaltrials.gov/show/NCT04487990,None
5592,NCT04488081,ClinicalTrials.gov,2020-07-14,2020-07-31,False,QuantumLeap Healthcare Collaborative,Recruiting,Phase 2,Interventional,United States,I-SPY COVID-19 TRIAL: An Adaptive Platform Trial for Critically Ill Patients,Drug,"Remdesivir, Cenicriviroc, Icatibant, Razuprotafib, Apremilast",Remdesivir; Cenicriviroc; Icatibant; Razuprotafib; Apremilast,1500,https://clinicaltrials.gov/show/NCT04488081,None
5593,NCT04488471,ClinicalTrials.gov,2020-07-24,2020-06-30,True,Sheffield Teaching Hospitals NHS Foundation Trust,Recruiting,Not Applicable,Observational,United Kingdom,Impact of Isolation in Patients With IBD During the COVID-19 Crisis,Other,No Intervention,No Intervention,232,https://clinicaltrials.gov/show/NCT04488471,None
5594,NCT04488484,ClinicalTrials.gov,2020-07-20,2020-07-01,True,Groupe Hospitalier Paris Saint-Joseph,Not Recruiting,Not Applicable,Interventional,France,Medical and Serological Follow-up of the Staff of the Paris Saint-Joseph Hospital Group Infected With Severe Acute Respiratory Syndrome Coronavirus 2.,Clinical Presentation (Epidemiology),No Intervention,No Intervention,450,https://clinicaltrials.gov/show/NCT04488484,None
5595,NCT04488510,ClinicalTrials.gov,2020-07-23,2020-05-06,True,Groupe Hospitalier Paris Saint-Joseph,Not Recruiting,Not Applicable,Observational,France,Pathogens Involved in Secondary Infections During Severe Forms of Covid-19 Pneumonia:,Clinical Presentation,No Intervention,No Intervention,150,https://clinicaltrials.gov/show/NCT04488510,None
5596,NCT04488549,ClinicalTrials.gov,2020-07-23,2020-05-20,True,Treviso Regional Hospital,Not Recruiting,Not Applicable,Observational,Italy,Delayed Colorectal Cancer Care During Coronavirus Disease (COVID-19) Pandemic (DECOR-19),Other,No Intervention,No Intervention,1051,https://clinicaltrials.gov/show/NCT04488549,None
5597,NCT04488562,ClinicalTrials.gov,2020-06-02,2020-05-08,True,Erasmus Medical Center,Recruiting,Not Applicable,Observational,Netherlands,Home Monitoring and Evaluation After Admission for COVID-19 in the Netherlands,Clinical Presentation,No Intervention,No Intervention,150,https://clinicaltrials.gov/show/NCT04488562,None
5598,NCT04488575,ClinicalTrials.gov,2020-07-23,2020-08-26,False,"Evelo Biosciences, Inc.",Recruiting,Phase 2,Interventional,United States,Safety and Efficacy of EDP1815 in the Treatment of Patients Hospitalized With COVID-19 Infection,Drug,EDP1815,EDP1815,60,https://clinicaltrials.gov/show/NCT04488575,None
5599,NCT04488588,ClinicalTrials.gov,2020-07-24,2020-03-15,True,Assiut University,Not Recruiting,Not Applicable,Observational,Egypt,Survival and 30-days Hospital Outcome in COVID-19 Patients in Upper Egypt,Clinical Presentation (Epidemiology),No Intervention,No Intervention,1064,https://clinicaltrials.gov/show/NCT04488588,None
5600,NCT04488796,ClinicalTrials.gov,2020-07-22,2020-09-07,False,"Western University, Canada",Recruiting,Not Applicable,Interventional,Canada,STAND UP to SARS-CoV-2 (COVID-19): Using Behavioural Economics to Reduce Sedentary Behaviour in At-home Office Workers,Other,Other,Other,145,https://clinicaltrials.gov/show/NCT04488796,None
5601,NCT04489446,ClinicalTrials.gov,2020-07-25,2020-08-19,False,Andrés Bello National University,Recruiting,Phase 1/Phase 2,Interventional,Chile,Sildenafil in COVID-19,Drug,Sildenafil,Sildenafil,40,https://clinicaltrials.gov/show/NCT04489446,None
5602,NCT04489628,ClinicalTrials.gov,2020-07-24,2020-08-01,False,University Hospitals Cleveland Medical Center,Not Recruiting,Phase 1/Phase 2,Interventional,United States,Tele-health Enabled Clinical Trial for COVID-19,Drug,Vitamin D,Vitamin D,110,https://clinicaltrials.gov/show/NCT04489628,None
5603,NCT04490200,ClinicalTrials.gov,2020-07-19,2020-11-30,False,University of Brasilia,Not Recruiting,Not Applicable,Interventional,No Country Given,Effectiveness of a Novel Respirator With Chitosan Nanoparticles,Other (device),Masks,Masks,1000,https://clinicaltrials.gov/show/NCT04490200,None
5604,NCT04490239,ClinicalTrials.gov,2020-07-20,2020-10-09,False,Joshua Sharp,Not Recruiting,Phase 1,Interventional,United States,Intranasal Heparin Tolerability Study,Drug,Heparin,Heparin,6,https://clinicaltrials.gov/show/NCT04490239,None
5605,NCT04490278,ClinicalTrials.gov,2020-07-23,2020-09-29,False,Washington University in St. Louis,Recruiting,Not Applicable,Interventional,United States,CoV-PICS: A Virtual Post-ICU Clinic,Telehealth,Telehealth,Telehealth,80,https://clinicaltrials.gov/show/NCT04490278,None
5606,NCT04490486,ClinicalTrials.gov,2020-07-27,2021-03-01,False,Joshua M Hare,Not Recruiting,Phase 1,Interventional,United States,Umbilical Cord Tissue (UC) Derived Mesenchymal Stem Cells (MSCs) Versus Placebo to Treat Acute Pulmonary Inflammation Due to COVID-19,ATMP,Cells (mesenchymal),Cells (mesenchymal),21,https://clinicaltrials.gov/show/NCT04490486,None
5607,NCT04490772,ClinicalTrials.gov,2020-07-20,2020-07-01,True,Assiut University,Not Recruiting,Not Applicable,Observational,No Country Given,Characteristics and Outcomes of Gastrointestinal Manifestations of COVID-19,Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04490772,None
5608,NCT04490811,ClinicalTrials.gov,2020-06-20,2020-04-09,True,Hôpital Necker-Enfants Malades,Recruiting,Not Applicable,Observational,France,Seroprevalence and Immunoprotection Against COVID-19 in Parisian Children,Clinical Presentation (Epidemiology),No Intervention,No Intervention,800,https://clinicaltrials.gov/show/NCT04490811,None
5609,NCT04490824,ClinicalTrials.gov,2020-07-27,2020-10-01,False,Institute of Progressive Medicine,Recruiting,Not Applicable,Interventional,United States,Inhalation of KELEA Excellerated Water in Covid-19 Infected Individuals,Drug,Excellerated Water,Excellerated Water,100,https://clinicaltrials.gov/show/NCT04490824,None
5610,NCT04490837,ClinicalTrials.gov,2020-05-15,2020-06-22,False,Corporació Sanitària Parc Taulí ,Not Recruiting,Not Applicable,Observational,Spain,Rapid Diagnostic Test for COVID-19 Based on Antibody Detection (YCOVID),Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,3500,https://clinicaltrials.gov/show/NCT04490837,None
5611,NCT04490850,ClinicalTrials.gov,2020-07-28,2020-07-15,True,Institut Pasteur,Recruiting,Not Applicable,Interventional,French Guiana,COVID-19 Seroprevalence Study in French Guiana,Clinical Presentation (Epidemiology),No Intervention,No Intervention,1500,https://clinicaltrials.gov/show/NCT04490850,None
5612,NCT04491071,ClinicalTrials.gov,2020-07-27,2020-09-01,False,CHU de Saint Etienne,Not Recruiting,Not Applicable,Observational,"United Kingdom, France",Stress Induced by the COVID-19 Pandemic and Nonconfinement: Study of Anxiety Factors and Potential Effects on Immunity.,Other (psych),No Intervention,No Intervention,405,https://clinicaltrials.gov/show/NCT04491071,None
5613,NCT04491201,ClinicalTrials.gov,2020-07-27,2020-07-27,False,Lei Li,Recruiting,Not Applicable,Observational,China,National Survey of the Impact of COVID-19 Pandemics,Other,No Intervention,No Intervention,6000,https://clinicaltrials.gov/show/NCT04491201,None
5614,NCT04491214,ClinicalTrials.gov,2020-07-20,2020-07-24,False,"University Hospital, Strasbourg",Recruiting,Not Applicable,Observational,France,Post ICU Follow up in Patients With Severe SARS-CoV-2 Infection (Covid-19),Clinical Presentation,No Intervention,No Intervention,131,https://clinicaltrials.gov/show/NCT04491214,None
5615,NCT04491227,ClinicalTrials.gov,2020-07-24,2020-05-05,True,"University of California, San Diego",Recruiting,Not Applicable,Observational,"Bolivia, Chile, India, Canada, United Kingdom, United States",Global Assessment of Acute and Chronic Kidney Disease Incidence and Outcomes in Patients With COVID-19 Infection,Clinical Presentation,No Intervention,No Intervention,2000,https://clinicaltrials.gov/show/NCT04491227,None
5616,NCT04491240,ClinicalTrials.gov,2020-07-27,2020-07-20,True,Samara Regional Medical Center Dinasty,Not Recruiting,Phase 1/Phase 2,Interventional,Russian Federation,Evaluation of Safety and Efficiency of Method of Exosome Inhalation in SARS-CoV-2 Associated Pneumonia.,Procedure,Exosome Inhalation,Exosome Inhalation,30,https://clinicaltrials.gov/show/NCT04491240,None
5617,NCT04491292,ClinicalTrials.gov,2020-07-28,2020-05-18,True,M.D. Anderson Cancer Center,Recruiting,Not Applicable,Observational,United States,Assessment of the Psychosocial Impact of the COVID-19 Pandemic on the MD Anderson Cancer Center Workforce,Other (psych),No Intervention,No Intervention,20000,https://clinicaltrials.gov/show/NCT04491292,None
5618,NCT04491318,ClinicalTrials.gov,2020-07-27,2020-07-01,True,Investigacion en Hemofilia y Fisioterapia,Recruiting,Not Applicable,Observational,Spain,COVID-19 Quarantine on Musculoskeletal Status in Hemophilia,Other,No Intervention,No Intervention,27,https://clinicaltrials.gov/show/NCT04491318,None
5619,NCT04491994,ClinicalTrials.gov,2020-07-28,2020-04-10,True,UNICEF,Not Recruiting,Phase 3,Interventional,Pakistan,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Other,Hydroxychloroquine,Hydroxychloroquine,540,https://clinicaltrials.gov/show/NCT04491994,None
5620,NCT04492189,ClinicalTrials.gov,2020-04-19,2020-04-01,True,"University Hospital, Montpellier",Not Recruiting,Not Applicable,Observational,France,Containment Measures and Eating Disorders,Other,No Intervention,No Intervention,40,https://clinicaltrials.gov/show/NCT04492189,None
5621,NCT04492202,ClinicalTrials.gov,2020-07-28,2020-08-01,False,Istinye University,Not Recruiting,Not Applicable,Observational,No Country Given,"Knowledge, Attitudes, and Practices Towards COVID-19 Among Health Care Professionals Among Healthcare Professionals",Other,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04492202,None
5622,NCT04492228,ClinicalTrials.gov,2020-07-25,2020-09-01,False,Ospedale Policlinico San Martino,Recruiting,Not Applicable,Interventional,Italy,Eucaloric Ketogenic Diet in COVID-19 Cytokine Storm Syndrome,Other (nutrition),Nutrition,Nutrition,100,https://clinicaltrials.gov/show/NCT04492228,None
5623,NCT04492254,ClinicalTrials.gov,2020-07-22,2020-07-01,False,Thrombosis Research Institute,Not Recruiting,Phase 3,Interventional,No Country Given,Early Prophylactic Low-molecular-weight Heparin (LMWH) in Symptomatic COVID-19 Positive Patients,Drug,Enoxaparin,Enoxaparin,1370,https://clinicaltrials.gov/show/NCT04492254,EUCTR2020-003125-39
5624,NCT04492267,ClinicalTrials.gov,2020-07-23,2020-07-07,True,"University Hospital, Strasbourg",Recruiting,Not Applicable,Observational,France,Inflammatory Bowel Disease (IBD) and Covid-19 Infection,Clinical Presentation,No Intervention,No Intervention,700,https://clinicaltrials.gov/show/NCT04492267,None
5625,NCT04492358,ClinicalTrials.gov,2020-07-28,2020-10-22,False,Maria Joyera Rodriguez,Recruiting,Phase 2/Phase 3,Interventional,Spain,"Treatment for Moderate/Severe COVID-19 in a Fragile and Vulnerable Population, Admitted to a Geriatric Hospital Unit or in a Transicional Care Center",Drug,Colchicine + Prednisone,Colchicine; Prednisone,144,https://clinicaltrials.gov/show/NCT04492358,None
5626,NCT04492371,ClinicalTrials.gov,2020-07-28,2020-07-01,True,European Myeloma Network,Recruiting,Not Applicable,Observational,"Greece, Germany, Italy, Belgium, Netherlands, United Kingdom, Austria, Czech Republic",COVID-19 Infection and Multiple Myeloma,Clinical Presentation,No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04492371,None
5627,NCT04492384,ClinicalTrials.gov,2020-07-27,2020-06-11,True,Eurasian Association of Therapists,Recruiting,Not Applicable,Observational,Russian Federation,Analysis of Chronic Non-infectious Diseases Dynamics After COVID-19 Infection in Adult Patients,Clinical Presentation,No Intervention,No Intervention,3500,https://clinicaltrials.gov/show/NCT04492384,None
5628,NCT04492410,ClinicalTrials.gov,2020-07-28,2020-07-21,True,Centre Antoine Lacassagne,Recruiting,Not Applicable,Interventional,France,COVID-19 Infection Screening in Cancer Patients (NEOSCREENCOVID),Clinical Presentation (Epidemiology),No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04492410,None
5629,NCT04492501,ClinicalTrials.gov,2020-07-28,2020-04-01,True,UNICEF,Not Recruiting,Not Applicable,Interventional,Pakistan,Investigational Treatments for COVID-19 in Tertiary Care Hospital of Pakistan,ATMP (+Drug),"Plasma, Cells (mesenchymal), Tocilizumab, Remdesivir",Plasma; Cells (mesenchymal); Tocilizumab; Remdesivir,600,https://clinicaltrials.gov/show/NCT04492501,None
5630,NCT04492514,ClinicalTrials.gov,2020-07-28,2020-05-20,True,Kristin Hudock,Recruiting,Phase 2,Interventional,United States,Mavrilimumab to Reduce Progression of Acute Respiratory Failure in COVID-19 Pneumonia and Systemic Hyper-inflation,Drug,Mavrilimumab,Mavrilimumab,60,https://clinicaltrials.gov/show/NCT04492514,None
5631,NCT04492527,ClinicalTrials.gov,2020-07-28,2020-07-28,False,University of British Columbia,Recruiting,Not Applicable,Interventional,Canada,Student-delivered Telehealth Program for COVID-19 Education and Health Promotion,Telehealth,Telehealth,Telehealth,75,https://clinicaltrials.gov/show/NCT04492527,None
5632,NCT04492865,ClinicalTrials.gov,2020-07-25,2020-07-30,False,Assiut University,Not Recruiting,Not Applicable,Observational,Egypt,MSCT Chest in Suspected COVID-19 Patients,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,150,https://clinicaltrials.gov/show/NCT04492865,None
5633,NCT04492891,ClinicalTrials.gov,2020-07-20,2020-11-23,False,"Bryan Burt, MD",Recruiting,Phase 2,Interventional,United States,Cyclosporine For The Treatment Of COVID-19(+),Drug,Cyclosporine,Cyclosporine,75,https://clinicaltrials.gov/show/NCT04492891,None
5634,NCT04492904,ClinicalTrials.gov,2020-07-27,2020-07-23,True,"Clinical Nutrition Research Centre, Singapore",Recruiting,Not Applicable,Observational,Singapore,Singapore COVID-19 Chemosensory Tracking (SCCT) Study,Clinical Presentation,No Intervention,No Intervention,5000,https://clinicaltrials.gov/show/NCT04492904,None
5635,NCT04492943,ClinicalTrials.gov,2020-04-24,2020-04-20,True,Massachusetts General Hospital,Not Recruiting,Not Applicable,Observational,United States,To Observe Whether Isoflurane Can Treat COVID-19 Patients,Drug,Isoflurane,Isoflurane,35,https://clinicaltrials.gov/show/NCT04492943,None
5636,NCT04493242,ClinicalTrials.gov,2020-07-29,2020-09-01,False,"Direct Biologics, LLC",Not Recruiting,Phase 2,Interventional,No Country Given,Extracellular Vesicle Infusion Therapy for Severe COVID-19,Drug,DB-001,DB-001,60,https://clinicaltrials.gov/show/NCT04493242,None
5637,NCT04493268,ClinicalTrials.gov,2020-07-28,2020-03-07,True,Hospital Nacional Profesor Alejandro Posadas,Not Recruiting,Not Applicable,Observational,Argentina,HYPONATREMIA IN COVID-19 PATIENTS,Clinical Presentation,No Intervention,No Intervention,250,https://clinicaltrials.gov/show/NCT04493268,None
5638,NCT04493294,ClinicalTrials.gov,2020-07-29,2020-11-01,False,International Geriatric Radiotherapy Group,Not Recruiting,Phase 1/Phase 2,Interventional,No Country Given,Low Dose Whole Lung Radiotherapy for Older Patients With COVID-19 Pneumonitis,Other,Radiation,Radiation,500,https://clinicaltrials.gov/show/NCT04493294,None
5639,NCT04493307,ClinicalTrials.gov,2020-06-25,2020-06-30,False,LifeBridge Health,Recruiting,Not Applicable,Observational,United States,The Evaluation of Hemostasis in Hospitalized COVID-19 Patients,Clinical Presentation,No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04493307,None
5640,NCT04493359,ClinicalTrials.gov,2020-07-29,2020-07-25,True,University of São Paulo,Recruiting,Phase 2/Phase 3,Interventional,Brazil,Switch of Renin-Angiotensin System Inhibitors in Patients With Covid-19,Drug,Renin-angiotensin system inhibitors,Renin-angiotensin system inhibitors,240,https://clinicaltrials.gov/show/NCT04493359,None
5641,NCT04494204,ClinicalTrials.gov,2020-07-28,2020-08-07,False,Puneet Mittal,Recruiting,Phase 2/Phase 3,Interventional,India,Effect of a Combination of Treatment of Reginmune Capsule and Immunofree Tablets in the Treatment of Mild to Moderate COVID-19 Patients,Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,100,https://clinicaltrials.gov/show/NCT04494204,None
5642,NCT04494386,ClinicalTrials.gov,2020-07-24,2020-07-23,True,"Restem, LLC.",Recruiting,Phase 1/Phase 2,Interventional,United States,Umbilical Cord Lining Stem Cells (ULSC) in Patients With COVID-19 ARDS,ATMP,Cells (ULSC),Cells (ULSC),60,https://clinicaltrials.gov/show/NCT04494386,None
5643,NCT04494399,ClinicalTrials.gov,2020-07-28,2020-07-29,False,University of Hong Kong,Recruiting,Phase 2,Interventional,Hong Kong,IFN Beta-1b and Ribavirin for Covid-19,Drug,Interferon beta + Ribavirin,Interferon beta; Ribavirin,96,https://clinicaltrials.gov/show/NCT04494399,None
5644,NCT04494646,ClinicalTrials.gov,2020-07-29,2020-09-08,False,NYU Langone Health,Recruiting,Phase 2/Phase 3,Interventional,United States,BARCONA: A Study of Effects of Bardoxolone Methyl in Participants With SARS-Corona Virus-2 (COVID-19),Drug,Bardoxolone methyl,Bardoxolone methyl,440,https://clinicaltrials.gov/show/NCT04494646,None
5645,NCT04494724,ClinicalTrials.gov,2020-07-21,2020-07-13,True,The Methodist Hospital System,Recruiting,Phase 2,Interventional,United States,Clazakizumab vs. Placebo - COVID-19 Infection,Drug,Clazakizumab,Clazakizumab,60,https://clinicaltrials.gov/show/NCT04494724,None
5646,NCT04494776,ClinicalTrials.gov,2020-07-16,2020-05-21,True,Helio Tedesco Silva Junior,Recruiting,Not Applicable,Observational,Brazil,SARS-COV-2 Infection in Kidney Transplant Recipients: a Brazilian Multicenter Study,Clinical Presentation,No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04494776,None
5647,NCT04494867,ClinicalTrials.gov,2020-07-29,2020-08-19,False,Sharp HealthCare,Recruiting,Not Applicable,Interventional,United States,Core Warming in COVID-19 Patients Undergoing Mechanical Ventilation,Clinical Presentation,No Intervention,No Intervention,20,https://clinicaltrials.gov/show/NCT04494867,None
5648,NCT04494893,ClinicalTrials.gov,2020-07-29,2020-04-24,True,Adaptive Biotechnologies,Recruiting,Not Applicable,Observational,United States,ImmuneRACE - Immune Response Action to COVID-19 Events,Clinical Presentation,No Intervention,No Intervention,1000,https://clinicaltrials.gov/show/NCT04494893,None
5649,NCT04494984,ClinicalTrials.gov,2020-07-29,2020-07-27,True,Inmunova S.A.,Not Recruiting,Phase 2/Phase 3,Interventional,Argentina,"A Study to Investigate the Pharmacokinetics, Efficacy and Safety of INM005 in Patients With COVID-19.",Drug,INM005,INM005,242,https://clinicaltrials.gov/show/NCT04494984,None
5650,NCT04495101,ClinicalTrials.gov,2020-07-28,2020-07-29,True,"Grifols, S.A.",Recruiting,Phase 2,Interventional,Spain,Study to Evaluate the Safety and Efficacy of Prolastin in Hospitalized Subjects With COVID-19,Drug,Prolastin,Prolastin,100,https://clinicaltrials.gov/show/NCT04495101,EUCTR2020-001953-36
5651,NCT04495543,ClinicalTrials.gov,2020-07-23,2020-08-01,False,"St. Michael's Hospital, Toronto",Not Recruiting,Not Applicable,Interventional,Canada,Mitigating Suicide Risk With Single Session 'Brief Skills for Safer Living',Other (psych),Psychological,Psychological,75,https://clinicaltrials.gov/show/NCT04495543,None
5652,NCT04495764,ClinicalTrials.gov,2020-07-22,2020-07-20,True,Davita Clinical Research,Not Recruiting,Not Applicable,Observational,United States,Registry of Sustained Immunity to COVID-19 Among ESKD Patients,Clinical Presentation,No Intervention,No Intervention,2504,https://clinicaltrials.gov/show/NCT04495764,None
5653,NCT04495803,ClinicalTrials.gov,2020-07-30,2020-08-10,False,St. Joseph's Healthcare Hamilton,Not Recruiting,Not Applicable,Interventional,No Country Given,Augmented CBGT for Perinatal Anxiety During a Global Pandemic (COVID-19),Other (psych),Psychological,Psychological,120,https://clinicaltrials.gov/show/NCT04495803,None
5654,NCT04495816,ClinicalTrials.gov,2020-07-30,2020-07-15,True,Icahn School of Medicine at Mount Sinai,Recruiting,Phase 2,Interventional,United States,COVID-19 Anosmia Study,Drug,Omega 3,Omega 3,126,https://clinicaltrials.gov/show/NCT04495816,None
5655,NCT04495842,ClinicalTrials.gov,2020-07-30,2020-10-01,False,Franklin School of Integrative Health Sciences,Recruiting,Not Applicable,Interventional,United States,The Effect of Aromatherapy on COVID-19-induced Anxiety,Other,Aromatherapy,Aromatherapy,65,https://clinicaltrials.gov/show/NCT04495842,None
5656,NCT04495907,ClinicalTrials.gov,2020-07-30,2020-08-06,False,Davita Clinical Research,Recruiting,Not Applicable,Observational,United States,COVID-19 Progression in End-Stage Kidney Disease,Clinical Presentation,No Intervention,No Intervention,1000,https://clinicaltrials.gov/show/NCT04495907,None
5657,NCT04495933,ClinicalTrials.gov,2020-07-13,2020-07-13,True,University of Queensland,Recruiting,Phase 1,Interventional,Australia,"A Study on the Safety, Tolerability and Immune Response of SARS-CoV-2 Sclamp (COVID-19) Vaccine in Healthy Adults",ATMP,Vaccine,Vaccine,216,https://clinicaltrials.gov/show/NCT04495933,ACTRN12620000674932; ISRCTN51232965
5658,NCT04496076,ClinicalTrials.gov,2020-07-13,2020-04-02,True,University of Pittsburgh,Recruiting,Not Applicable,Observational,United States,COVID-19 Brain Injury,Clinical Presentation,No Intervention,No Intervention,300,https://clinicaltrials.gov/show/NCT04496076,None
5659,NCT04496128,ClinicalTrials.gov,2020-07-13,2020-04-13,True,University of Pittsburgh,Recruiting,Not Applicable,Observational,United States,COVID19 Neurological Manifestation,Clinical Presentation,No Intervention,No Intervention,300,https://clinicaltrials.gov/show/NCT04496128,None
5660,NCT04496141,ClinicalTrials.gov,2020-07-30,2020-07-27,True,Hong Kong Sanatorium & Hospital,Not Recruiting,Not Applicable,Observational,Hong Kong,Evaluation of Commercial SARS-CoV-2 Antibody Immunoassays for COVID-19,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,70,https://clinicaltrials.gov/show/NCT04496141,None
5661,NCT04496245,ClinicalTrials.gov,2020-07-26,2020-08-24,False,University of Queensland,Recruiting,Phase 3,Interventional,Australia,Reducing Acute Severe Respiratory Events in Health Care Workers During the Covid-19 Pandemic With OM85,Drug,OM85,OM85,1000,https://clinicaltrials.gov/show/NCT04496245,None
5662,NCT04496869,ClinicalTrials.gov,2020-06-15,2020-07-01,False,Hospices Civils de Lyon,Not Recruiting,Not Applicable,Observational,France,Psychological Impact of COVID19 Among Women Undergoing Infertility Treatment,Other (psych),No Intervention,No Intervention,600,https://clinicaltrials.gov/show/NCT04496869,None
5663,NCT04497194,ClinicalTrials.gov,2020-05-18,2020-03-01,True,AOUI Verona,Recruiting,Not Applicable,Observational,Italy,Registry of COVID-19 Patients at AOUI Verona,Clinical Presentation (Epidemiology),No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04497194,None
5664,NCT04497246,ClinicalTrials.gov,2020-08-03,2020-05-29,True,Murielle Surquin,Recruiting,Not Applicable,Observational,Belgium,"Psychological Impact, Mental Health and Sleep Disorder Among Patients Hospitalized and Health Care Workers During the 2019 Coronavirus Outbreak (COVID-19)",Other (psych),No Intervention,No Intervention,5000,https://clinicaltrials.gov/show/NCT04497246,None
5665,NCT04497272,ClinicalTrials.gov,2020-08-03,2020-08-07,False,CHU de Nice,Recruiting,Not Applicable,Interventional,France,Assesment of the Metabolomic Signature in COVID-19 Patients,Clinical Presentation,No Intervention,No Intervention,150,https://clinicaltrials.gov/show/NCT04497272,None
