,index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
3211,5868,NCT04524507,ClinicalTrials.gov,2020-08-21,2020-08-27,False,"University of North Carolina, Chapel Hill",Recruiting,Phase 2,Interventional,United States,COVID-19 Antibody Plasma Research Study in Hospitalized Patients,ATMP,Plasma,Plasma,56,https://clinicaltrials.gov/show/NCT04524507,None
3212,5870,NCT04524598,ClinicalTrials.gov,2020-08-20,2020-07-20,True,"Limbix Health, Inc.",Recruiting,Not Applicable,Interventional,United States,A CBT-based Mobile Intervention as First Line Treatment for Adolescent Depression During COVID-19,Other (psych),Psychological,Psychological,410,https://clinicaltrials.gov/show/NCT04524598,None
3213,5871,NCT04524663,ClinicalTrials.gov,2020-04-10,2020-11-01,False,Stanford University,Not Recruiting,Phase 2,Interventional,United States,Oral Camostat Compared With Standard Supportive Care in Mild-Moderate COVID-19 Patients,Drug,Camostat Mesilate,Camostat Mesilate,120,https://clinicaltrials.gov/show/NCT04524663,None
3214,5873,NCT04524962,ClinicalTrials.gov,2020-08-19,2020-09-15,False,Cartesian Therapeutics,Recruiting,Phase 1/Phase 2,Interventional,United States,Study of Descartes-30 in Acute Respiratory Distress Syndrome,ATMP,Cells (mesenchymal),Cells (mesenchymal),30,https://clinicaltrials.gov/show/NCT04524962,None
3215,5875,NCT04525378,ClinicalTrials.gov,2020-07-31,2020-07-01,True,D'Or Institute for Research and Education,Recruiting,Phase 1,Interventional,Brazil,MSC-based Therapy in COVID-19-associated Acute Respiratory Distress Syndrome,ATMP,Cells (mesenchymal),Cells (mesenchymal),20,https://clinicaltrials.gov/show/NCT04525378,None
3216,5877,NCT04525417,ClinicalTrials.gov,2020-08-21,2020-04-25,True,Groupe d’Etude sur le Risque d’Expositiondes Soignants aux agents infectieux (GERES),Recruiting,Not Applicable,Interventional,France,Rapid Screening Test for Covid-19 Antibodies in Healthcare Workers,Clinical Presentation (Epidemiology),No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04525417,None
3217,5880,NCT04525742,ClinicalTrials.gov,2020-06-28,2020-07-05,False,Gaziosmanpasa Taksim Research and Education Hospital,Not Recruiting,Not Applicable,Interventional,Turkey,COVID-19 Pandemic and Parents of Disabled Children,Other,No Intervention,No Intervention,309,https://clinicaltrials.gov/show/NCT04525742,None
3218,5881,NCT04525820,ClinicalTrials.gov,2020-08-17,2020-12-01,False,Dr. Jorg Leuppi,Not Recruiting,Not Applicable,Interventional,Switzerland,"High Dose Vitamin-D Substitution in Patients With COVID-19: a Randomized Controlled, Multi Center Study",Drug,Vitamin D,Vitamin D,80,https://clinicaltrials.gov/show/NCT04525820,None
3219,5883,NCT04526054,ClinicalTrials.gov,2020-08-03,2020-09-03,False,Hôpital Foch,Recruiting,Not Applicable,Interventional,France,Morphological Abnormalities of the Olfactory Bulb on MRI and Olfactometry in Anosmic Versus Normosmic COVID-19 Patients,Clinical Presentation,No Intervention,No Intervention,30,https://clinicaltrials.gov/show/NCT04526054,None
3220,5884,NCT04526145,ClinicalTrials.gov,2020-08-10,2020-09-14,False,Ohio State University,Not Recruiting,Not Applicable,Interventional,No Country Given,OUR Stress/ Emotion Management for Black/African American Women With Hypertension,Other (psych),Psychological,Psychological,30,https://clinicaltrials.gov/show/NCT04526145,None
3221,5886,NCT04526717,ClinicalTrials.gov,2020-07-30,2020-12-01,False,Joseah Bio,Not Recruiting,Phase 1,Interventional,No Country Given,Heat Shock Protein Inhibitor- MPT0B640 for COVID-19 Infection,Drug,MPT0B640,MPT0B640,15,https://clinicaltrials.gov/show/NCT04526717,None
3222,5888,NCT04526821,ClinicalTrials.gov,2020-08-21,2020-09-01,False,Universidad Peruana Cayetano Heredia,Not Recruiting,Phase 2,Interventional,Peru,Lactoferrin for Prevention of COVID-19 in Health Care Workers,Drug (Chemoprophylaxis),Lactoferrin,Lactoferrin,336,https://clinicaltrials.gov/show/NCT04526821,None
3223,5889,NCT04526912,ClinicalTrials.gov,2020-08-21,2020-08-28,False,Viela Bio,Recruiting,Phase 1,Interventional,United States,Treatment and Prevention of Acute Lung Injury (ALI) in Patients With COVID-19 Infection,Drug,VIB7734,VIB7734,48,https://clinicaltrials.gov/show/NCT04526912,None
3224,5891,NCT04527133,ClinicalTrials.gov,2020-08-24,2020-06-11,True,Aviron LLC,Not Recruiting,Not Applicable,Interventional,Russian Federation,An Open Non-comparative Study of the Efficacy and Safety of Aprotinin in Patients Hospitalized With COVID-19,Drug,Aprotinin,Aprotinin,30,https://clinicaltrials.gov/show/NCT04527133,None
3225,5892,NCT04527198,ClinicalTrials.gov,2020-06-02,2020-09-01,False,Assistance Publique – Hôpitaux de Paris,Not Recruiting,Not Applicable,Interventional,France,Brainstem Dysfunction in COVID-19 Critically Ill Patients: a Prospective Observational Study,Clinical Presentation,No Intervention,No Intervention,40,https://clinicaltrials.gov/show/NCT04527198,None
3226,5893,NCT04527211,ClinicalTrials.gov,2020-08-24,2020-09-07,False,Javeriana University,Not Recruiting,Phase 3,Interventional,Colombia,Effectiveness and Safety of Ivermectin for the Prevention of Covid-19 Infection in Colombian Health Personnel,Drug,Ivermectin,Ivermectin,550,https://clinicaltrials.gov/show/NCT04527211,None
3227,5894,NCT04527224,ClinicalTrials.gov,2020-08-21,2020-12-01,False,Nature Cell Co. Ltd.,Not Recruiting,Phase 1/Phase 2,Interventional,No Country Given,Study to Evaluate the Efficacy and Safety of AstroStem-V in Treatment of COVID-19 Pneumonia,ATMP,Cells (mesenchymal),Cells (mesenchymal),10,https://clinicaltrials.gov/show/NCT04527224,None
3228,5896,NCT04527354,ClinicalTrials.gov,2020-08-24,2020-09-08,False,Pharmenterprise LLC,Not Recruiting,Phase 2,Interventional,Russian Federation,Pilot Study to Assess Efficacy and Safety of Treamid in the Rehabilitation of Patients After COVID-19 Pneumonia,Drug,Treamid,Treamid,60,https://clinicaltrials.gov/show/NCT04527354,None
3229,5897,NCT04527432,ClinicalTrials.gov,2020-08-24,2020-11-01,False,The Royal Wolverhampton Hospitals NHS Trust,Not Recruiting,Not Applicable,Interventional,United Kingdom,COVID-19 Health Professional Impact Study,Clinical Presentation (Epidemiology),No Intervention,No Intervention,3000,https://clinicaltrials.gov/show/NCT04527432,None
3230,5900,NCT04527562,ClinicalTrials.gov,2020-08-25,2020-07-14,True,Dhaka Medical College,Recruiting,Not Applicable,Interventional,Bangladesh,Colchicine in Moderate Symptomatic COVID-19 Patients,Drug,Colchicine,Colchicine,300,https://clinicaltrials.gov/show/NCT04527562,None
3231,5901,NCT04527575,ClinicalTrials.gov,2020-08-11,2020-07-27,True,State Research Center of Virology and Biotechnology (VECTOR),Not Recruiting,Phase 1/Phase 2,Interventional,Russian Federation,"Study of the Safety, Reactogenicity and Immunogenicity of ""EpiVacCorona"" Vaccine for the Prevention of COVID-19",ATMP,Vaccine,Vaccine,100,https://clinicaltrials.gov/show/NCT04527575,None
3232,5903,NCT04527614,ClinicalTrials.gov,2020-08-18,2020-09-24,False,Sciensano,Recruiting,Not Applicable,Interventional,Belgium,Influence of Prior Infection With COVID-19 on Occurrence of Influenza-like Illness or Acute Respiratory Infection,Clinical Presentation,No Intervention,No Intervention,2000,https://clinicaltrials.gov/show/NCT04527614,None
3233,5904,NCT04528329,ClinicalTrials.gov,2020-08-24,2020-08-30,False,ClinAmygate,Recruiting,Phase 4,Interventional,Egypt,Anosmia and / or Ageusia and Early Corticosteroid Use,Drug,Corticosteroids,Dexamthasone,300,https://clinicaltrials.gov/show/NCT04528329,None
3234,5905,NCT04528368,ClinicalTrials.gov,2020-08-19,2020-08-18,True,D'Or Institute for Research and Education,Recruiting,Phase 2,Interventional,Brazil,Convalescent Plasma for Treating Patients With COVID-19 Pneumonia Without Indication of Ventilatory Support,ATMP,Plasma,Plasma,60,https://clinicaltrials.gov/show/NCT04528368,None
3235,5906,NCT04528641,ClinicalTrials.gov,2020-08-19,2020-08-10,True,ReiThera Srl,Recruiting,Phase 1,Interventional,Italy,GRAd-COV2 Vaccine Against COVID-19,ATMP,Vaccine,Vaccine,90,https://clinicaltrials.gov/show/NCT04528641,None
3236,5907,NCT04528667,ClinicalTrials.gov,2020-08-20,2020-12-01,False,"Sorrento Therapeutics, Inc.",Not Recruiting,Phase 2,Interventional,No Country Given,Study of the Safety and Efficacy of STI-5656 (Abivertinib Maleate) in Subjects Hospitalized Due to COVID-19,Drug,Abivertinib Maleate,Abivertinib Maleate,400,https://clinicaltrials.gov/show/NCT04528667,None
3237,5908,NCT04528771,ClinicalTrials.gov,2020-08-25,2020-10-31,False,Robert Schilz,Not Recruiting,Phase 1,Interventional,United States,S-Nitrosylation Therapy of COVID-19,Drug,S-Nitrosylation,S-Nitrosylation,21,https://clinicaltrials.gov/show/NCT04528771,None
3238,5909,NCT04528888,ClinicalTrials.gov,2020-08-21,2020-09-01,False,Massimo Girardis,Not Recruiting,Phase 3,Interventional,No Country Given,Steroids and Unfractionated Heparin in Critically Ill Patients With Pneumonia From COVID-19 Infection,Drug,Enoxaparin vs. Enoxaparin + Corticosteroids vs. Corticosteroids + Heparin,Methylprednisolone; Heparin; Enoxaparin,210,https://clinicaltrials.gov/show/NCT04528888,None
3239,5911,NCT04528927,ClinicalTrials.gov,2020-05-06,2020-05-15,False,Abderrahmane Mami Hospital,Not Recruiting,Phase 3,Interventional,Tunisia,"Evaluation of the Efficacy and Safety of Treatments for Patients Hospitalized for COVID-19 Infection Without Signs of Acute Respiratory Failure, in Tunisia",Not relevant,Not relevant,Not relevant,0,https://clinicaltrials.gov/show/NCT04528927,None
3240,5916,NCT04529499,ClinicalTrials.gov,2020-08-19,2020-08-20,False,Dr. Reddy's Laboratories Limited,Recruiting,Phase 3,Interventional,Kuwait,Clinical Trial Evaluating the Efficacy and Safety of Favipiravir in Moderate to Severe COVID-19 Patients,Drug,Favipiravir,Favipiravir,780,https://clinicaltrials.gov/show/NCT04529499,None
3241,5917,NCT04529525,ClinicalTrials.gov,2020-08-21,2020-08-19,True,Instituto de Cardiología de Corrientes,Recruiting,Phase 2/Phase 3,Interventional,Argentina,Ivermectin to Prevent Hospitalizations in COVID-19,Drug,Ivermectin,Ivermectin,500,https://clinicaltrials.gov/show/NCT04529525,None
3242,5918,NCT04530357,ClinicalTrials.gov,2020-08-26,2020-09-19,False,Research Institute for Biological Safety Problems,Not Recruiting,Phase 1/Phase 2,Interventional,Kazakhstan,"Reactogenicity, Safety and Immunogenicity of QazCovid-inÂ® COVID-19 Vaccine",ATMP,Vaccine,Vaccine,244,https://clinicaltrials.gov/show/NCT04530357,None
3243,5919,NCT04530370,ClinicalTrials.gov,2020-08-26,2020-05-29,True,South Valley University,Recruiting,Phase 1,Interventional,Egypt,Efficacy and Safety of Recovered Covid 19 Plasma Transfusion to Covid 19 Severly Ill Patients,ATMP,Plasma,Plasma,30,https://clinicaltrials.gov/show/NCT04530370,None
3244,5920,NCT04530396,ClinicalTrials.gov,2020-08-25,2020-09-07,False,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",Recruiting,Phase 3,Interventional,Russian Federation,"Clinical Trial of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Vaccine Against COVID-19",ATMP,Vaccine,Vaccine,40000,https://clinicaltrials.gov/show/NCT04530396,None
3245,5921,NCT04530409,ClinicalTrials.gov,2020-08-24,2020-08-26,False,ClinAmygate,Recruiting,Phase 4,Interventional,Egypt,Timing of Corticosteroids in COVID-19,Drug,Corticosteroids,Dexamthasone,450,https://clinicaltrials.gov/show/NCT04530409,None
3246,5922,NCT04530422,ClinicalTrials.gov,2020-08-26,2020-04-15,True,Almaza Military Fever Hospital,Not Recruiting,Phase 3,Interventional,Egypt,Efficacy of Sofosbuvir Plus Ledipasvir in Egyptian Patients With COVID-19 Compared to Standard Treatment,Drug,Sofosbuvir + Ledipasvir vs. Oseltamivir + Hydroxychloroquine + Azithromycin,Sofosbuvir; Ledipasvir; Oseltamivir; Hydroxychloroquine; Azithromycin,250,https://clinicaltrials.gov/show/NCT04530422,None
3247,5923,NCT04530435,ClinicalTrials.gov,2020-08-25,2020-10-06,False,"Copenhagen University Hospital, Bispebjerg",Recruiting,Not Applicable,Interventional,Denmark,PEP Flute-selfcare in COVID-19,Other (device),Positive Expiratory Pressure flute,Positive Expiratory Pressure flute,400,https://clinicaltrials.gov/show/NCT04530435,None
3248,5924,NCT04530448,ClinicalTrials.gov,2020-08-20,2020-10-05,False,West Virginia University,Recruiting,Phase 4,Interventional,United States,Coronavirus Induced Acute Kidney Injury: Prevention Using Urine Alkalinization,Drug,Sodium bicarbonate,Sodium bicarbonate,40,https://clinicaltrials.gov/show/NCT04530448,None
3249,5926,NCT04530474,ClinicalTrials.gov,2020-08-26,2020-10-01,False,Temple University,Not Recruiting,Phase 3,Interventional,United States,Outpatient Use of Ivermectin in COVID-19,Drug,Ivermectin,Ivermectin,200,https://clinicaltrials.gov/show/NCT04530474,None
3250,5927,NCT04530539,ClinicalTrials.gov,2020-08-26,2020-09-18,False,Lancaster General Hospital,Not Recruiting,Not Applicable,Interventional,United States,The Effect of Melatonin and Vitamin C on COVID-19,Drug,Melatonin vs. Vitamin C,Melatonin; Vitamin C,150,https://clinicaltrials.gov/show/NCT04530539,None
3251,5928,NCT04530578,ClinicalTrials.gov,2020-08-17,2020-06-01,True,"Clinica San Camilo, Argentina",Recruiting,Phase 4,Interventional,Argentina,Nebulized Heparin in Severe Acute Respiratory Syndrome COVID-19,Drug,Heparin,Heparin,200,https://clinicaltrials.gov/show/NCT04530578,None
3252,5929,NCT04530604,ClinicalTrials.gov,2020-08-25,2020-10-01,False,Gregory Yanik,Recruiting,Phase 1,Interventional,United States,Defibrotide Therapy for SARS-CoV2 (COVID-19) Acute Respiratory Distress Syndrome (ARDS),Drug,Defibrotide,Defibrotide,12,https://clinicaltrials.gov/show/NCT04530604,None
3253,5930,NCT04530617,ClinicalTrials.gov,2020-08-26,2020-10-05,False,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Recruiting,Phase 2,Interventional,Mexico,Camostat and Artemisia Annua vs Placebo in COVID-19 Outpatients,Drug,Camostat Mesilate vs. Artemisia,Camostat Mesilate; Artemisia,360,https://clinicaltrials.gov/show/NCT04530617,None
3254,5931,NCT04530656,ClinicalTrials.gov,2020-08-27,2020-08-28,False,Jiangsu Provincial Center for Disease Control and Prevention,Not Recruiting,Phase 1,Interventional,China,Phase I Trial of a Recombinant SARS-CoV-2 Vaccine (Sf9 Cell),ATMP,Vaccine,Vaccine,168,https://clinicaltrials.gov/show/NCT04530656,None
3255,5939,NCT04531618,ClinicalTrials.gov,2020-08-19,2020-08-13,True,Columbia University,Recruiting,Not Applicable,Interventional,United States,Mother-infant Bonding During COVID-19,Other,Other,Other,280,https://clinicaltrials.gov/show/NCT04531618,None
3256,5941,NCT04531748,ClinicalTrials.gov,2020-08-27,2020-12-01,False,Dr. Reena Mehra,Not Recruiting,Phase 2,Interventional,No Country Given,Selective Estrogen Modulation and Melatonin in Early COVID-19,Drug,Toremifene + Melatonin vs. Melatonin,Toremifene; Melatonin,390,https://clinicaltrials.gov/show/NCT04531748,None
3257,5942,NCT04531774,ClinicalTrials.gov,2020-08-26,2020-08-28,False,Naser Morina,Recruiting,Not Applicable,Interventional,Switzerland,RECHARGE: A Brief Psychological Intervention to Build Resilience in Healthcare Workers During COVID-19,Other (psych),Psychological,Psychological,160,https://clinicaltrials.gov/show/NCT04531774,None
3258,5943,NCT04532294,ClinicalTrials.gov,2020-08-27,2020-09-08,False,BeiGene,Recruiting,Phase 1,Interventional,Australia,"Safety, Tolerability, Pharmacokinetics, and Immunogenicity of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2/COVID-19) Neutralizing Antibody in Healthy Participants",ATMP,Plasma,Plasma,30,https://clinicaltrials.gov/show/NCT04532294,None
3259,5944,NCT04532372,ClinicalTrials.gov,2020-08-25,2020-09-18,False,City of Hope Medical Center,Not Recruiting,Phase 1/Phase 2,Interventional,United States,Leflunomide for the Treatment of Severe COVID-19 in Patients With a Concurrent Malignancy,Drug,Leflunomide,Leflunomide,30,https://clinicaltrials.gov/show/NCT04532372,None
3260,5946,NCT04532554,ClinicalTrials.gov,2020-08-24,2020-10-26,False,ClinAmygate,Not Recruiting,Phase 4,Interventional,Egypt,Growth Hormone in Obese Cases With Covid-19,Clinical Presentation,No Intervention,No Intervention,0,https://clinicaltrials.gov/show/NCT04532554,None
3261,5948,NCT04532931,ClinicalTrials.gov,2020-08-26,2020-09-03,False,Shin Poong Pharmaceutical Co. Ltd.,Recruiting,Phase 2,Interventional,South Africa,COVID-19 Treatment in South Africa,Drug,Artesunate-Amodiaquine vs. Pyronaridine-Artesunate vs. Favipiravir + Nitazoxanide vs. Sofosbuvir/daclatasvir,Artesunate-Amodiaquine; Pyronaridine-Artesunate; Favipiravir; Nitazoxanide; Sofosbuvir/daclatasvir,250,https://clinicaltrials.gov/show/NCT04532931,None
3262,5949,NCT04533048,ClinicalTrials.gov,2020-08-22,2020-08-07,True,"Mabwell (Shanghai) Bioscience Co., Ltd.",Not Recruiting,Phase 1,Interventional,China,A Clinical Study to Evaluate MW33 Injection,Drug,MW33,MW33,42,https://clinicaltrials.gov/show/NCT04533048,None
3263,5950,NCT04533347,ClinicalTrials.gov,2020-08-28,2020-10-01,False,60 Degrees Pharmaceuticals LLC,Not Recruiting,Phase 2,Interventional,No Country Given,A Double-blind Placebo-controlled Study to Assess the Efficacy and Safety of Oral Tafenoquine Versus Placebo in Patients With Mild to Moderate COVID-19 Disease,Drug,Tafenoquine,Tafenoquine,275,https://clinicaltrials.gov/show/NCT04533347,None
3264,5952,NCT04533399,ClinicalTrials.gov,2020-08-28,2020-08-17,True,Novavax,Recruiting,Phase 2,Interventional,South Africa,A Study Looking at the Effectiveness and Safety of a COVID-19 Vaccine in South African Adults,ATMP,Vaccine,Vaccine,4400,https://clinicaltrials.gov/show/NCT04533399,None
3265,5954,NCT04534478,ClinicalTrials.gov,2020-08-31,2020-09-07,False,Vall d'Hebron Research Institute (VHIR),Not Recruiting,Phase 4,Interventional,No Country Given,Oral Prednisone Regimens to Optimize the Therapeutic Strategy in Patients With Organizing Pneumonia Post-COVID-19,Drug,Prednisone,Prednisone,120,https://clinicaltrials.gov/show/NCT04534478,None
3266,5959,NCT04534673,ClinicalTrials.gov,2020-04-20,2020-08-05,False,Soroka University Medical Center,Recruiting,Phase 2,Interventional,Israel,Pegylated Interferon Lambda for Treatment of COVID-19 Infection,Drug,Interferon lambda,Interferon lambda,40,https://clinicaltrials.gov/show/NCT04534673,None
3267,5961,NCT04534725,ClinicalTrials.gov,2020-08-30,2020-11-01,False,Peter MacCallum Cancer Centre,Not Recruiting,Phase 3,Interventional,No Country Given,COVID-19 Prevention and Treatment in Cancer; a Sequential Multiple Assignment Randomised Trial;,Drug,"Interferon alpha, Selinexor, Lenzilumab",Interferon alpha; Selinexor; Lenzilumab,2282,https://clinicaltrials.gov/show/NCT04534725,None
3268,5962,NCT04534790,ClinicalTrials.gov,2020-08-05,2020-07-24,True,Instituto Mexicano del Seguro Social,Recruiting,Not Applicable,Interventional,Mexico,Anti-inflammatory Effect of Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia,Other,Radiation,Radiation,30,https://clinicaltrials.gov/show/NCT04534790,None
3269,5963,NCT04534803,ClinicalTrials.gov,2020-08-21,2020-09-01,False,Harvard University,Not Recruiting,Phase 3,Interventional,No Country Given,BCG Against Covid-19 for Prevention and Amelioration of Severity Trial (BAC to the PAST),ATMP,Vaccine,Vaccine,2100,https://clinicaltrials.gov/show/NCT04534803,None
3270,5964,NCT04535063,ClinicalTrials.gov,2020-08-29,2020-04-18,True,Centro de Educación Medica e Investigaciones Clínicas Norberto Quirno,Recruiting,Phase 3,Interventional,Argentina,Convalescent Plasma as Potential Therapy for Severe COVID-19 Pneumonia,ATMP,Plasma,Plasma,200,https://clinicaltrials.gov/show/NCT04535063,None
3271,5967,NCT04535167,ClinicalTrials.gov,2020-08-21,2020-09-09,False,Pfizer,Recruiting,Phase 1,Interventional,United States,"First-In-Human Study To Evaluate Safety, Tolerability, And Pharmacokinetics Following Single Ascending Dose And Extended Infusion of PF 07304814 In Hospitalized Participants With COVID-19.",Drug,PF-07304814,PF-07304814,56,https://clinicaltrials.gov/show/NCT04535167,None
3272,5969,NCT04535674,ClinicalTrials.gov,2020-08-31,2020-10-09,False,Apogenix AG,Recruiting,Phase 2,Interventional,"Russian Federation, Spain",Asunercept in Patients With Severe COVID-19,Drug,Asunercept,Asunercept,400,https://clinicaltrials.gov/show/NCT04535674,None
3273,5970,NCT04535700,ClinicalTrials.gov,2020-08-27,2020-09-18,False,Fundación para la Investigación Biomédica Hospital Ramón y Cajal,Recruiting,Phase 4,Interventional,Spain,Clinical Trial of Pioglitazone Treatment in Patients With Type 2 Diabetes Mellitus and Covid-19,Drug,Pioglitazone,Pioglitazone,76,https://clinicaltrials.gov/show/NCT04535700,None
3274,5971,NCT04535778,ClinicalTrials.gov,2020-08-12,2020-09-28,False,King's College London,Not Recruiting,Not Applicable,Interventional,United Kingdom,COMPASS Study: an Online Cognitive-behavioural Therapy (CBT) Program Treating Anxiety and Low Mood in Long-term Conditions During the COVID-19 Pandemic,Other (psych),Psychological,Psychological,200,https://clinicaltrials.gov/show/NCT04535778,None
3275,5972,NCT04535791,ClinicalTrials.gov,2020-07-30,2020-07-15,True,"Coordinación de Investigación en Salud, Mexico",Recruiting,Phase 3,Interventional,Mexico,Efficacy of Vitamin D Supplementation to Prevent the Risk of Acquiring COVID-19 in Healthcare Workers,Drug (Chemoprophylaxis),Vitamin D,Vitamin D,400,https://clinicaltrials.gov/show/NCT04535791,None
3276,5973,NCT04535856,ClinicalTrials.gov,2020-08-28,2020-10-26,False,Ina-Respond,Not Recruiting,Phase 1,Interventional,Indonesia,Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients,ATMP,Cells (mesenchymal),Cells (mesenchymal),9,https://clinicaltrials.gov/show/NCT04535856,None
3277,5974,NCT04535869,ClinicalTrials.gov,2020-08-28,2020-09-04,False,Mansoura University,Not Recruiting,Phase 3,Interventional,Egypt,Efficacy and Safety of Direct Anti HCV Drugs in the Treatment of SARS-COV-2 (COVID-19),Drug,Sofosbuvir/daclatasvir,Sofosbuvir/daclatasvir,50,https://clinicaltrials.gov/show/NCT04535869,None
3278,5975,NCT04536051,ClinicalTrials.gov,2020-09-01,2020-06-02,True,University of Oxford,Recruiting,Phase 3,Interventional,Brazil,A Study of a Candidate COVID-19 Vaccine (COV003),ATMP,Vaccine,Vaccine,10300,https://clinicaltrials.gov/show/NCT04536051,None
3279,5976,NCT04536090,ClinicalTrials.gov,2020-08-31,2020-11-01,False,Institut de Recherches Cliniques de Montréal (IRCM),Not Recruiting,Phase 2,Interventional,No Country Given,Study of Isoquercetin (IQC-950AN) Plus Standard of Care Versus Standard of Care Only for the Treatment of COVID-19,Drug,Isoquercetin,Isoquercetin,150,https://clinicaltrials.gov/show/NCT04536090,None
3280,5978,NCT04536298,ClinicalTrials.gov,2020-08-27,2020-12-01,False,Brigham and Women's Hospital,Not Recruiting,Phase 3,Interventional,United States,Vitamin D and COVID-19 Trial,Drug,Vitamin D,Vitamin D,2700,https://clinicaltrials.gov/show/NCT04536298,None
3281,5979,NCT04536350,ClinicalTrials.gov,2020-08-21,2021-01-01,False,Dr. Jorg Leuppi,Not Recruiting,Phase 1,Interventional,Switzerland,Inhaled Aviptadil for the Prevention of COVID-19 Related ARDS,Drug,Aviptadil,Aviptadil,80,https://clinicaltrials.gov/show/NCT04536350,None
3282,5980,NCT04536363,ClinicalTrials.gov,2020-08-29,2020-10-01,False,Alonso Vera Torres,Not Recruiting,Phase 2,Interventional,No Country Given,Cri Analog PG1 Effectiveness and Safety in Covid-19,Drug,Prostaglandin E1,Prostaglandin E1,284,https://clinicaltrials.gov/show/NCT04536363,None
3283,5981,NCT04536441,ClinicalTrials.gov,2020-08-26,2020-04-01,True,University Tunku Abdul Rahman,Not Recruiting,Not Applicable,Interventional,Malaysia,Ultra-brief Online Mindfulness-based Intervention During COVID-19 Movement Control Order,Other (psych),Psychological,Psychological,161,https://clinicaltrials.gov/show/NCT04536441,None
3284,5982,NCT04536935,ClinicalTrials.gov,2020-08-22,2020-09-01,False,University of Washington,Not Recruiting,Not Applicable,Interventional,No Country Given,Mobile Mental Health Apps for Suicide Prevention,Other (psych),Psychological,Psychological,2000,https://clinicaltrials.gov/show/NCT04536935,None
3285,5984,NCT04537130,ClinicalTrials.gov,2020-09-02,2020-12-01,False,Instituto Oncologico Dr Rosell,Not Recruiting,Phase 1,Interventional,Spain,Vaccination of Ex-acute COVID-19 Patients With Fibrosing Lung Syndrome at Discharge,ATMP,Vaccine,Vaccine,40,https://clinicaltrials.gov/show/NCT04537130,None
3286,5985,NCT04537208,ClinicalTrials.gov,2020-09-02,2020-09-03,False,Sanofi,Not Recruiting,Phase 1/Phase 2,Interventional,United States,Study of Recombinant Protein Vaccine Formulations Against COVID-19 in Healthy Adults 18 Years of Age and Older,ATMP,Vaccine,Vaccine,440,https://clinicaltrials.gov/show/NCT04537208,None
3287,5986,NCT04537299,ClinicalTrials.gov,2020-09-01,2020-12-01,False,Mayo Clinic,Not Recruiting,Phase 2,Interventional,United States,COVID-FIS: Pilot in COVID-19 (SARS-CoV-2) of Fisetin in Older Adults in Nursing Homes,Drug,Fisetin,Fisetin,150,https://clinicaltrials.gov/show/NCT04537299,None
3288,5988,NCT04537351,ClinicalTrials.gov,2020-08-25,2020-08-24,True,Cynata Therapeutics Limited,Recruiting,Phase 1/Phase 2,Interventional,Australia,The MEseNchymal coviD-19 Trial: a Pilot Study to Investigate Early Efficacy of MSCs in Adults With COVID-19,ATMP,Cells (mesenchymal),Cells (mesenchymal),24,https://clinicaltrials.gov/show/NCT04537351,None
3289,5990,NCT04537572,ClinicalTrials.gov,2020-09-01,2020-09-01,False,Salveo Diagnostics,Not Recruiting,Not Applicable,Interventional,No Country Given,A Comparison of Sample Collection Methods for SARS-COV-2 Antibody Testing,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,300,https://clinicaltrials.gov/show/NCT04537572,None
3290,5991,NCT04537585,ClinicalTrials.gov,2020-08-29,2020-11-01,False,Dr. Guyguy K Tshima,Not Recruiting,Not Applicable,Interventional,Democratic Republic of Congo,"COVID-19: Collecting Measurements of Renin-angiotensin-system Markers, Such as Angiotensin-2 and Angiotensin 1-7",Clinical Presentation,No Intervention,No Intervention,2000,https://clinicaltrials.gov/show/NCT04537585,None
3291,5993,NCT04537663,ClinicalTrials.gov,2020-08-28,2020-08-25,True,UMC Utrecht,Recruiting,Phase 4,Interventional,Netherlands,Prevention Of Respiratory Tract Infection And Covid-19 Through BCG Vaccination In Vulnerable Older Adults,ATMP,Vaccine,Vaccine,5200,https://clinicaltrials.gov/show/NCT04537663,None
3292,5994,NCT04537806,ClinicalTrials.gov,2020-09-01,2020-11-01,False,Sage Therapeutics,Not Recruiting,Phase 3,Interventional,No Country Given,A Study of Brexanolone for Acute Respiratory Distress Syndrome Due to COVID-19,Drug,Brexanolone,Brexanolone,100,https://clinicaltrials.gov/show/NCT04537806,None
3293,5995,NCT04537858,ClinicalTrials.gov,2020-08-29,2020-06-18,True,University of São Paulo,Not Recruiting,Not Applicable,Interventional,Brazil,Virtual Reality Therapy Influence on Heart Rate Variability of Inpatients With COVID-19,Other,Virtual Reality,Virtual Reality,50,https://clinicaltrials.gov/show/NCT04537858,None
