,trialid,source_register,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address
4637,JPRN-jRCT2031200120,JPRN,2020-09-16,2020-08-10,True,Recruiting,Phase 2,Interventional,Japan,double-blind study in COvid-19 patients with iveRmectin,240,https://jrct.niph.go.jp/latest-detail/jRCT2031200120
4638,JPRN-jRCT2031200126,JPRN,2020-09-23,2020-10-09,False,Not Recruiting,Phase 3,Interventional,"United Kingdom, United States, Spain, Japan, France","A Phase 3 Study to Evaluate the Efficacy and Safety of Intravenously Administered Ravulizumab in Patients With COVID-19 Severe Pneumonia, Acute Lung Injury, or Acute Respiratory Distress Syndrome",270,https://jrct.niph.go.jp/latest-detail/jRCT2031200126
4639,JPRN-jRCT2031200180,JPRN,2020-11-04,2021-08-02,False,Recruiting,Phase 2/Phase 3,Interventional,Japan,A Phase II/III Study of Sargramostim,60,https://jrct.niph.go.jp/latest-detail/jRCT2031200180
4640,JPRN-jRCT2031200198,JPRN,2020-11-12,2020-09-11,True,Recruiting,Phase 3,Interventional,Japan,FOY-305-01:FOY-305 Phase 3(COVID-19),110,https://jrct.niph.go.jp/latest-detail/jRCT2031200198
4641,JPRN-jRCT2031200252,JPRN,2020-12-18,2021-01-14,False,Recruiting,Phase 3,Interventional,"United States, Mexico, Korea, Japan, Singapore","A Multicenter, Adaptive, Randomized Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Adults",20,https://jrct.niph.go.jp/latest-detail/jRCT2031200252
4642,JPRN-jRCT2031200368,JPRN,2021-02-19,2021-03-31,False,Recruiting,Phase 3,Interventional,"UK, Hungary, Poland Rep, United States, Russia, Italy, Mexico, Spain, Peru Rep, Czech Rep, Japan, Germany","A Phase III Randomized, Double-blind, Placebo-controlled, Multicenter Study to Determine the Safety and Efficacy of AZD7442 for the Treatment of COVID-19 in Non-hospitalized Adults",20,https://jrct.niph.go.jp/latest-detail/jRCT2031200368
4643,JPRN-jRCT2031210010,JPRN,2021-04-05,2021-12-04,False,Recruiting,Phase 1,Interventional,Japan,Single and Multiple Dose Study of MK-4482 in Healthy Japanese Adults,72,https://jrct.niph.go.jp/latest-detail/jRCT2031210010
4644,JPRN-jRCT2051200085,JPRN,2020-11-12,2020-11-19,False,Not Recruiting,Phase 1/Phase 2,Interventional,Japan,Phase I / II study of intracutaneous inoculation of COVID-19 DNA vaccine (AG0302-COVID19),20,https://jrct.niph.go.jp/latest-detail/jRCT2051200085
4645,JPRN-jRCT2051200088,JPRN,2020-11-19,2020-11-23,False,Not Recruiting,Phase 2/Phase 3,Interventional,Japan,Phase II / III Study of COVID-19 DNA Vaccine (AG0302-COVID19),500,https://jrct.niph.go.jp/latest-detail/jRCT2051200088
4646,JPRN-jRCT2051200159,JPRN,2021-03-19,2021-08-03,False,Not Recruiting,Phase 3,Interventional,Japan,"A Randomized, Double Blind, Placebo Controlled Study to Evaluate the Safety and Efficacy of Aerosolized JH509  in Hospitalized Adult Patients with Mild to Moderate COVID 19",385,https://jrct.niph.go.jp/latest-detail/jRCT2051200159
4647,JPRN-jRCT2071200023,JPRN,2020-07-21,2020-07-22,False,Recruiting,Phase 1/Phase 2,Interventional,Japan,Evaluation of Nelfinavir for asymptomatic and mild COVID-19,120,https://jrct.niph.go.jp/latest-detail/jRCT2071200023
4648,JPRN-jRCT2071200041,JPRN,2020-10-12,2020-11-25,False,Recruiting,Phase 2,Interventional,Japan,Therapeutic development of adrenomedullin for severe pneumonia caused by COVID-19,40,https://jrct.niph.go.jp/latest-detail/jRCT2071200041
4649,JPRN-jRCT2071200045,JPRN,2020-10-20,2020-10-21,False,Not Recruiting,Phase 1,Interventional,Japan,"Study to Evaluate the Safety, Tolerability, and Immunogenicity of an RNA Vaccine Candidate Against COVID-19 in Healthy Japanese Adults",160,https://jrct.niph.go.jp/latest-detail/jRCT2071200045
4650,JPRN-jRCT2071200078,JPRN,2021-01-07,2021-01-13,False,Recruiting,Phase 2,Interventional,Japan,A randomized double-blind placebo controlled phase 2 clinical trial to assess anti-inflammatory effect of colchicine (DRC3633) in mild to moderately severe COVID-19 patients. - DRC-06C,100,https://jrct.niph.go.jp/latest-detail/jRCT2071200078
4651,JPRN-jRCT2071200109,JPRN,2021-03-08,2021-08-03,False,Recruiting,Phase 1,Interventional,Japan,FOY-305-03:FOY-305 TQT study(COVID-19),39,https://jrct.niph.go.jp/latest-detail/jRCT2071200109
4652,JPRN-jRCT2071200110,JPRN,2021-03-10,2021-03-15,False,Recruiting,Phase 1/Phase 2,Interventional,Japan,"A Phase 1/2 study to assess the safety, immunogenicity and recommended dose of DS-5670a in Japanese healthy adults and elderly subjects",152,https://jrct.niph.go.jp/latest-detail/jRCT2071200110
4653,JPRN-jRCT2071200117,JPRN,2021-03-29,2021-03-31,False,Recruiting,Phase 1,Interventional,Japan,A PHASE I STUDY OF CASIRIVIMAB AND IMDEVIMAB IN JAPANESE ADULT VOLUNTEERS,22,https://jrct.niph.go.jp/latest-detail/jRCT2071200117
4654,JPRN-jRCTs021200020,JPRN,2020-08-25,2020-08-25,False,Recruiting,Phase 3,Interventional,Japan,Study of the additional effect of Kampo medicine on common cold symptoms in COVID-19 patients,150,https://jrct.niph.go.jp/latest-detail/jRCTs021200020
4655,JPRN-jRCTs031190269,JPRN,2020-03-27,2020-03-04,True,Not Recruiting,Phase 2,Interventional,Japan,"A multicenter, open-label, randomized controlled phase II study to evaluate the efficacy and safety of inhaled ciclesonide for asymptomatic and mild patients with COVID-19",90,https://jrct.niph.go.jp/latest-detail/jRCTs031190269
4656,JPRN-jRCTs031200026,JPRN,2020-05-01,2020-11-06,False,Recruiting,Phase 3,Interventional,Japan,Combination therapy of Favipiravir and Nafamostat Mesilate in Patients with COVID-19 Pneumonia,160,https://jrct.niph.go.jp/latest-detail/jRCTs031200026
4657,JPRN-jRCTs031200124,JPRN,2020-09-17,2020-01-10,True,Recruiting,Not Applicable,Interventional,Japan,COVIPLA-R,59,https://jrct.niph.go.jp/latest-detail/jRCTs031200124
4658,JPRN-jRCTs031200150,JPRN,2020-10-14,2020-11-27,False,Recruiting,Phase 3,Interventional,Japan,Prophylactic study for COVID-19 with Kampo medicines,6000,https://jrct.niph.go.jp/latest-detail/jRCTs031200150
4659,JPRN-jRCTs032200131,JPRN,2020-09-28,2020-08-10,True,Recruiting,Phase 2,Interventional,Japan,PMX-DHP for COVID-19,30,https://jrct.niph.go.jp/latest-detail/jRCTs032200131
4660,JPRN-jRCTs051200036,JPRN,2020-07-27,2020-07-29,False,Recruiting,Phase 2,Interventional,Japan,Efficacy  of nintedanib on severe COVID-19 pneumonia.,30,https://jrct.niph.go.jp/latest-detail/jRCTs051200036
4661,JPRN-jRCTs052200053,JPRN,2020-09-07,2020-11-26,False,Recruiting,Phase 3,Interventional,Japan,Specified clinical trial for ECMO system for COVID-19 resipiratory failure,50,https://jrct.niph.go.jp/latest-detail/jRCTs052200053
4662,JPRN-jRCTs052200157,JPRN,2021-03-17,2021-03-17,False,Recruiting,Not Applicable,Interventional,Japan,Exploratory research on Anti-SARS-CoV-2 testing,20,https://jrct.niph.go.jp/latest-detail/jRCTs052200157
4663,JPRN-jRCTs071200048,JPRN,2020-10-29,2021-04-02,False,Recruiting,Phase 2,Interventional,Japan,Exploratory examination of Efficacy and safety of functional food included 5-aminolevulinic phosphoric acid/sodium ferrous citrate on COVID-19,50,https://jrct.niph.go.jp/latest-detail/jRCTs071200048
4664,JPRN-UMIN000040744,JPRN,2020-06-16,2020-06-22,False,Not Recruiting,Not Applicable,Interventional,Japan,Clinical study to evaluate the efficiency of specific antibody against SARS-CoV-2 for the purpose of its social implementation,5000,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000046508
4665,JPRN-UMIN000041421,JPRN,2020-08-14,2020-08-14,False,Not Recruiting,Not Applicable,Interventional,Japan,Detecting Exacerbation Early Signs of SARS-CoV-2 infection by Fitbit: Pilot Study,30,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000047290
4666,JPRN-UMIN000041990,JPRN,2020-10-02,2020-09-29,True,Not Recruiting,Not Applicable,Interventional,Japan,Intervention to promote exercise behavior among older adults under the epidemic of COVID-19,300,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000047925
4667,JPRN-UMIN000042384,JPRN,2020-11-16,2020-11-16,False,Recruiting,Not Applicable,Interventional,Japan,Verification of stress relief by introducing online visits to the restrictions on visits of COVID-19,100,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000048379
4668,JPRN-UMIN000042477,JPRN,2020-11-17,2020-11-17,False,Not Recruiting,Not Applicable,Interventional,Japan,Prospective research for early detection of COVID-19 pneumonia using mobile CT vehicle at specialized accommodation facilities,150,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000048432
4669,JPRN-UMIN000043350,JPRN,2021-03-08,2021-03-15,False,Not Recruiting,Not Applicable,Interventional,Japan,Clinical trial of laboratory testing for immune response induced by COVID-19 vaccine,50,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000049495
4670,JPRN-UMIN000043369,JPRN,2021-02-18,2021-03-19,False,Not Recruiting,Not Applicable,Interventional,Japan,"Randomized, Embedded, Multifactorial Adaptive Platform trial for Community-Acquired Pneumonia. Immune Modulation-2 DOMAIN",136,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000049195
4671,JPRN-UMIN000043769,JPRN,2021-03-30,2021-04-05,False,Not Recruiting,Not Applicable,Interventional,Japan,Research on vaccination against SARS-CoV-2 and cross-saliva antibody,40,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000049963
4672,JPRN-UMIN000043788,JPRN,2021-03-30,2021-02-10,True,Recruiting,Not Applicable,Interventional,Japan,A multicenter seroepidemiological study of SARS-CoV-2 antibody prevalence in oral surgery medical staff.,300,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000049983
4673,JPRN-UMIN000043820,JPRN,2021-04-02,2021-04-05,False,Recruiting,Not Applicable,Interventional,Japan,The effectiveness of support to prevent COVID-19 infection and decline in cognitive and physical function for care givers of elderly people with dementia,100,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000049505
4674,JPRN-UMIN000043867,JPRN,2021-04-08,2021-05-01,False,Not Recruiting,Not Applicable,Interventional,Japan,A Study on the Concentration of Inhaled Oxygen when Oxygen is Administered with an Oxygen Mask while Using a Surgical Mask:A study on the appropriate oxygen administration method under Covid 19 epidemic conditions.,40,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000050077
4675,NCT04308668,ClinicalTrials.gov,2020-03-11,2020-03-17,False,Not Recruiting,Phase 3,Interventional,"Canada, United States",Post-exposure Prophylaxis / Preemptive Therapy for SARS-Coronavirus-2,1312,https://clinicaltrials.gov/show/NCT04308668
4676,NCT04327388,ClinicalTrials.gov,2020-03-26,2020-03-28,False,Not Recruiting,Phase 3,Interventional,"Chile, Argentina, Russian Federation, Canada, Italy, Brazil, Israel, Spain, Japan, France, Germany",Sarilumab COVID-19,420,https://clinicaltrials.gov/show/NCT04327388
4677,NCT04331054,ClinicalTrials.gov,2020-03-29,2020-04-13,False,Not Recruiting,Phase 3,Interventional,France,Protective Role of Inhaled Steroids for Covid-19 Infection,436,https://clinicaltrials.gov/show/NCT04331054
4678,NCT04333732,ClinicalTrials.gov,2020-03-31,2020-09-04,False,Recruiting,Phase 3,Interventional,"Ghana, Australia, South Africa, Ireland, United Kingdom, Zambia, Netherlands, Canada, United States, Uganda, Zimbabwe",CROWN CORONATION: COVID-19 Research Outcomes Worldwide Network for CORONAvirus prevenTION,30000,https://clinicaltrials.gov/show/NCT04333732
4679,NCT04335097,ClinicalTrials.gov,2020-04-01,2020-04-22,False,Recruiting,Not Applicable,Interventional,Norway,Sensor Based Vital Signs Monitoring of Covid 19 Patients During Home Isolation,214,https://clinicaltrials.gov/show/NCT04335097
4680,NCT04338074,ClinicalTrials.gov,2020-04-06,2020-06-01,False,Not Recruiting,Phase 2,Interventional,United States,TXA and Corona Virus 2019 (COVID19) in Outpatients,5,https://clinicaltrials.gov/show/NCT04338074
4681,NCT04343989,ClinicalTrials.gov,2020-04-09,2020-03-31,True,Not Recruiting,Phase 2,Interventional,United States,A Randomized Placebo-controlled Safety and Dose-finding Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,180,https://clinicaltrials.gov/show/NCT04343989
4682,NCT04344561,ClinicalTrials.gov,2020-04-10,2020-05-25,False,Recruiting,Not Applicable,Interventional,United States,Incline Positioning in COVID-19 Patients for Improvement in Oxygen Saturation,70,https://clinicaltrials.gov/show/NCT04344561
4683,NCT04345523,ClinicalTrials.gov,2020-04-02,2020-04-03,False,Not Recruiting,Phase 2,Interventional,Spain,Convalescent Plasma Therapy vs. SOC for the Treatment of COVID-19 in Hospitalized Patients,350,https://clinicaltrials.gov/show/NCT04345523
4684,NCT04345653,ClinicalTrials.gov,2020-04-08,2020-04-14,False,Not Recruiting,Phase 2,Interventional,United States,Hydroxychloroquine as Chemoprevention for COVID-19 for High Risk Healthcare Workers,48,https://clinicaltrials.gov/show/NCT04345653
4685,NCT04350593,ClinicalTrials.gov,2020-04-14,2020-04-22,False,Not Recruiting,Phase 3,Interventional,"Argentina, United Kingdom, Canada, United States, Brazil, Mexico, India",Dapagliflozin in Respiratory Failure in Patients With COVID-19,1250,https://clinicaltrials.gov/show/NCT04350593
4686,NCT04354610,ClinicalTrials.gov,2020-04-14,2020-04-27,False,Not Recruiting,Not Applicable,Interventional,France,Cardiovascular and Renal Biomarkers to Predict Acute Heart or Kidney Injury in Severe Covid-19 Infection,57,https://clinicaltrials.gov/show/NCT04354610
4687,NCT04354870,ClinicalTrials.gov,2020-04-16,2020-04-03,True,Not Recruiting,Phase 2,Interventional,United States,COVID-19 PrEP HCW HCQ Study,130,https://clinicaltrials.gov/show/NCT04354870
4688,NCT04357457,ClinicalTrials.gov,2020-04-20,2020-09-03,False,Recruiting,Phase 3,Interventional,France,Efficacy of Intravenous Almitrine in Reducing the Need for Mechanical Ventilation in Patients With Hypoxemic Acute Respiratory Failure Due to Covid-19-related Pneumonia,212,https://clinicaltrials.gov/show/NCT04357457
4689,NCT04359511,ClinicalTrials.gov,2020-04-20,2020-07-03,False,Not Recruiting,Phase 3,Interventional,No Country Given,Efficacy and Safety of Corticosteroids in Oxygen-dependent Patients With COVID-19 Pneumonia,0,https://clinicaltrials.gov/show/NCT04359511
4690,NCT04359810,ClinicalTrials.gov,2020-04-21,2020-04-21,False,Not Recruiting,Phase 2,Interventional,"United States, Brazil",Plasma Therapy of COVID-19 in Severely Ill Patients,223,https://clinicaltrials.gov/show/NCT04359810
4691,NCT04361474,ClinicalTrials.gov,2020-04-22,2020-05-18,False,Not Recruiting,Phase 3,Interventional,France,Trial Evaluating the Efficacy of Local Budesonide Therapy in the Management of Hyposmia in COVID-19 Patients Without Signs of Severity,120,https://clinicaltrials.gov/show/NCT04361474
4692,NCT04362085,ClinicalTrials.gov,2020-04-20,2020-05-11,False,Not Recruiting,Phase 3,Interventional,Canada,Coagulopathy of COVID-19: A Pragmatic Randomized Controlled Trial of Therapeutic Anticoagulation Versus Standard Care,465,https://clinicaltrials.gov/show/NCT04362085
4693,NCT04364737,ClinicalTrials.gov,2020-04-22,2020-04-17,True,Not Recruiting,Phase 2,Interventional,United States,CONTAIN COVID-19: Convalescent Plasma to Limit COVID-19 Complications in Hospitalized Patients,384,https://clinicaltrials.gov/show/NCT04364737
4694,NCT04365699,ClinicalTrials.gov,2020-04-25,2020-04-08,True,Not Recruiting,Phase 2,Interventional,United States,Cardiovascular Effects of COVID-19,10,https://clinicaltrials.gov/show/NCT04365699
4695,NCT04373291,ClinicalTrials.gov,2020-05-01,2020-05-18,False,Not Recruiting,Phase 3,Interventional,Denmark,Using BCG Vaccine to Protect Health Care Workers in the COVID-19 Pandemic,1293,https://clinicaltrials.gov/show/NCT04373291
4696,NCT04375397,ClinicalTrials.gov,2020-05-04,2020-06-06,False,Not Recruiting,Phase 2,Interventional,United States,Study of Oral Ibrutinib Capsules to Assess Respiratory Failure in Adult Participants With Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) and Pulmonary Injury,46,https://clinicaltrials.gov/show/NCT04375397
4697,NCT04383002,ClinicalTrials.gov,2020-05-01,2020-09-02,False,Not Recruiting,Phase 1,Interventional,Canada,High Dose Inhaled Nitric Oxide for COVID-19 (ICU Patients),21,https://clinicaltrials.gov/show/NCT04383002
4698,NCT04383613,ClinicalTrials.gov,2020-05-05,2020-05-15,False,Not Recruiting,Not Applicable,Interventional,Canada,Prone Positioning for Patients on General Medical Wards With COVID19,340,https://clinicaltrials.gov/show/NCT04383613
4699,NCT04397523,ClinicalTrials.gov,2020-05-20,2020-04-30,True,Not Recruiting,Not Applicable,Interventional,North Macedonia,Efficacy and Safety of COVID-19 Convalescent Plasma,200,https://clinicaltrials.gov/show/NCT04397523
4700,NCT04399980,ClinicalTrials.gov,2020-05-21,2020-05-20,True,Not Recruiting,Phase 2,Interventional,United States,Mavrilimumab to Reduce Progression of Acute Respiratory Failure in COVID-19 Pneumonia and Systemic Hyper-inflammation,40,https://clinicaltrials.gov/show/NCT04399980
4701,NCT04409834,ClinicalTrials.gov,2020-05-28,2020-08-05,False,Recruiting,Phase 4,Interventional,United States,Prevention of Arteriovenous Thrombotic Events in Critically-Ill COVID-19 Patients Trial,750,https://clinicaltrials.gov/show/NCT04409834
4702,NCT04419623,ClinicalTrials.gov,2020-06-03,2020-07-09,False,Not Recruiting,Phase 1,Interventional,United States,A Study of TL-895 With Standard Available Treatment Versus Standard Available Treatment for the Treatment of COVID-19 in Patients With Cancer,7,https://clinicaltrials.gov/show/NCT04419623
4703,NCT04420247,ClinicalTrials.gov,2020-06-02,2020-04-16,True,Not Recruiting,Phase 3,Interventional,Brazil,Efficacy of Chloroquine or Hydroxychloroquine in Treating Pneumonia Caused by SARS-Cov-2 - COVID-19,142,https://clinicaltrials.gov/show/NCT04420247
4704,NCT04422353,ClinicalTrials.gov,2020-06-07,2020-05-01,True,Recruiting,Not Applicable,Interventional,Brazil,Video Dance Class and Unsupervised Physical Activity During Covid-19 Pandemic in People With Parkinson's Disease,60,https://clinicaltrials.gov/show/NCT04422353
4705,NCT04426695,ClinicalTrials.gov,2020-06-08,2020-06-10,False,Not Recruiting,Phase 1/Phase 2,Interventional,"Chile, Moldova, Republic of, United States, Mexico, Brazil, Romania","Safety, Tolerability, and Efficacy of Anti-Spike (S) SARS-CoV-2 Monoclonal Antibodies for Hospitalized Adult Patients With COVID-19",6900,https://clinicaltrials.gov/show/NCT04426695
4706,NCT04438980,ClinicalTrials.gov,2020-06-18,2020-05-15,True,Not Recruiting,Phase 3,Interventional,Spain,Glucocorticoids in COVID-19 (CORTIVID),72,https://clinicaltrials.gov/show/NCT04438980
4707,NCT04442230,ClinicalTrials.gov,2020-06-17,2020-10-10,False,Recruiting,Phase 2,Interventional,United States,NasoVAX in Patients With Early Coronavirus Infectious Disease 2019 (COVID-19),96,https://clinicaltrials.gov/show/NCT04442230
4708,NCT04444700,ClinicalTrials.gov,2020-06-22,2020-07-04,False,Not Recruiting,Phase 3,Interventional,Brazil,A Pragmatic Randomized Controlled Trial of Therapeutic Anticoagulation Versus Standard Care as a Rapid Response to (SARS-CoV-2) COVID-19 Pandemic,465,https://clinicaltrials.gov/show/NCT04444700
4709,NCT04475120,ClinicalTrials.gov,2020-07-16,2020-04-15,True,Not Recruiting,Phase 2/Phase 3,Interventional,Italy,Efficacy and Safety of Liposomal Lactoferrin in COVID-19 Patients With Mild-to-Moderate Disease and in COVID-19 Asymptomatic Patients,92,https://clinicaltrials.gov/show/NCT04475120
4710,NCT04482621,ClinicalTrials.gov,2020-07-21,2020-09-14,False,Recruiting,Phase 2,Interventional,United States,Decitabine for Coronavirus (COVID-19) Pneumonia- Acute Respiratory Distress Syndrome (ARDS) Treatment: DART Trial,40,https://clinicaltrials.gov/show/NCT04482621
4711,NCT04482686,ClinicalTrials.gov,2020-07-21,2020-12-09,False,Recruiting,Phase 2,Interventional,United States,Trial of Combination Therapy to Treat COVID-19 Infection,30,https://clinicaltrials.gov/show/NCT04482686
4712,NCT04487990,ClinicalTrials.gov,2020-07-23,2020-06-29,True,Not Recruiting,Not Applicable,Interventional,Brazil,CoV-Hep Study: Regional Anticoagulation Modalities in Continuous Venous Venous Hemodialysis in Patients With COVID-19,118,https://clinicaltrials.gov/show/NCT04487990
4713,NCT04494646,ClinicalTrials.gov,2020-07-29,2020-09-08,False,Not Recruiting,Phase 2,Interventional,United States,BARCONA: A Study of Effects of Bardoxolone Methyl in Participants With SARS-Corona Virus-2 (COVID-19),40,https://clinicaltrials.gov/show/NCT04494646
4714,NCT04501445,ClinicalTrials.gov,2020-08-04,2020-09-14,False,Not Recruiting,Not Applicable,Interventional,United States,Psychological Symptoms and Families of COVID-19 Patients,90,https://clinicaltrials.gov/show/NCT04501445
4715,NCT04505592,ClinicalTrials.gov,2020-08-06,2020-09-25,False,Recruiting,Phase 2,Interventional,United States,Tenecteplase in Patients With COVID-19,60,https://clinicaltrials.gov/show/NCT04505592
4716,NCT04516759,ClinicalTrials.gov,2020-08-14,2020-08-12,True,Not Recruiting,Phase 2,Interventional,"Czech Republic, United Kingdom, Romania",AZD1656 in Diabetic Patients Hospitalised With Suspected or Confirmed COVID-19,156,https://clinicaltrials.gov/show/NCT04516759
4717,NCT04537806,ClinicalTrials.gov,2020-09-01,2020-12-18,False,Recruiting,Phase 3,Interventional,United States,A Study of Brexanolone for Acute Respiratory Distress Syndrome Due to COVID-19,100,https://clinicaltrials.gov/show/NCT04537806
4718,NCT04555213,ClinicalTrials.gov,2020-09-16,2020-09-30,False,Not Recruiting,Phase 1,Interventional,"Moldova, Republic of",A Dose Escalation and Dose Expansion Study of NOX66 in the Treatment of COVID-19,41,https://clinicaltrials.gov/show/NCT04555213
4719,NCT04579393,ClinicalTrials.gov,2020-10-06,2020-10-08,False,Not Recruiting,Phase 2,Interventional,United States,Fostamatinib for Hospitalized Adults With COVID-19,62,https://clinicaltrials.gov/show/NCT04579393
4720,NCT04584437,ClinicalTrials.gov,2020-10-09,2021-05-25,False,Not Recruiting,Not Applicable,Interventional,Canada,Treatment of Covid-19 Infections Using Vitality Therapy or the Bible Cure,0,https://clinicaltrials.gov/show/NCT04584437
4721,NCT04604184,ClinicalTrials.gov,2020-10-26,2020-11-03,False,Not Recruiting,Phase 2,Interventional,"Chile, Puerto Rico, United States, Mexico, Brazil, Spain",ACTION ON COVID-19: A Study to Test Whether BI 764198 Helps Lung Health of People Hospitalised With COVID-19,129,https://clinicaltrials.gov/show/NCT04604184
4722,NCT04619706,ClinicalTrials.gov,2020-11-05,2020-12-14,False,Recruiting,Phase 2,Interventional,United States,Ultramicronized Palmitoylethanolamide (PEA) Treatment in Hospitalized Participants With COVID-19,350,https://clinicaltrials.gov/show/NCT04619706
4723,NCT04631666,ClinicalTrials.gov,2020-11-05,2020-12-08,False,Not Recruiting,Phase 1/Phase 2,Interventional,Germany,SARS-CoV-2-Neutralizing Monoclonal COVID-19 Antibody DZIF-10c by Infusion,57,https://clinicaltrials.gov/show/NCT04631666
4724,NCT04632368,ClinicalTrials.gov,2020-11-11,2020-11-20,False,Not Recruiting,Not Applicable,Interventional,United States,Targeting the Health Care Provider (HCP) Burnout Crisis During the COVID-19 Pandemic,80,https://clinicaltrials.gov/show/NCT04632368
4725,NCT04644198,ClinicalTrials.gov,2020-11-18,2021-06-01,False,Recruiting,Phase 2,Interventional,Jamaica,Convalescent Plasma Transfusion in Severe COVID-19 Patients in Jamaica,30,https://clinicaltrials.gov/show/NCT04644198
4726,NCT04647669,ClinicalTrials.gov,2020-10-15,2021-06-01,False,Not Recruiting,Phase 3,Interventional,Jamaica,World Health Organization (WHO) COVID-19 Solidarity Trial for COVID-19 Treatments,100,https://clinicaltrials.gov/show/NCT04647669
4727,NCT04649736,ClinicalTrials.gov,2020-11-30,2020-10-26,True,Recruiting,Not Applicable,Interventional,Peru,Home-based Respiratory Physiotherapy and Telephone-Based Psychological Support in Severe COVID-19 Patients,108,https://clinicaltrials.gov/show/NCT04649736
4728,NCT04674566,ClinicalTrials.gov,2020-12-17,2021-04-21,False,Recruiting,Phase 1/Phase 2,Interventional,Germany,Evaluation of Safety and Tolerability of COR-101 in Hospitalized Patients With Moderate to Severe COVID-19,45,https://clinicaltrials.gov/show/NCT04674566
4729,NCT04707703,ClinicalTrials.gov,2021-01-08,2021-03-16,False,Recruiting,Phase 3,Interventional,United States,Isavuconazole for the Prevention of COVID-19-associated Pulmonary Aspergillosis,162,https://clinicaltrials.gov/show/NCT04707703
4730,NCT04742725,ClinicalTrials.gov,2021-02-03,2021-05-23,False,Not Recruiting,Phase 2,Interventional,No Country Given,A Study to Evaluate the Efficacy and Safety of Prothioneâ„¢ Capsules for Mild to Moderate Coronavirus Disease 2019 (COVID-19),200,https://clinicaltrials.gov/show/NCT04742725
4731,NCT04771013,ClinicalTrials.gov,2021-02-24,2021-02-10,True,Not Recruiting,Phase 2,Interventional,Honduras,Safety and Efficacy of Thymic Peptides in the Treatment of Hospitalized COVID-19 Patients in Honduras,22,https://clinicaltrials.gov/show/NCT04771013
4732,NCT04779450,ClinicalTrials.gov,2021-03-01,2021-08-01,False,Recruiting,Not Applicable,Interventional,Brazil,"Effect of Telemonitoring on Functionality, Quality of Life and Risk of Lymphedema in Breast Cancer Survivors",30,https://clinicaltrials.gov/show/NCT04779450
4733,NCT04783025,ClinicalTrials.gov,2021-02-25,2021-06-01,False,Recruiting,Not Applicable,Interventional,Hong Kong,A Blended Gaming COVID-19 Training System (BGCTS) With WHO Guidelines for Staff in Residential Care Homes,188,https://clinicaltrials.gov/show/NCT04783025
4734,NCT04789603,ClinicalTrials.gov,2021-03-04,2021-05-10,False,Recruiting,Not Applicable,Interventional,Spain,Effects of Using Mask During the 6-minute Walking Test in Times of COVID-19,50,https://clinicaltrials.gov/show/NCT04789603
4735,NCT04799392,ClinicalTrials.gov,2021-03-14,2021-04-01,False,Recruiting,Not Applicable,Interventional,United States,NOWDx Test for the Detection of Antibodies to COVID-19 in Lay Persons,339,https://clinicaltrials.gov/show/NCT04799392
4736,NCT04801836,ClinicalTrials.gov,2021-03-12,2020-11-19,True,Not Recruiting,Phase 2,Interventional,"Hungary, Russian Federation, Poland, Belgium",Estetrol (E4) for the Treatment of Patients With Confirmed SARS-COV-2 Infection,162,https://clinicaltrials.gov/show/NCT04801836
4737,NCT04818736,ClinicalTrials.gov,2021-03-24,2021-04-15,False,Not Recruiting,Phase 4,Interventional,Canada,COVID-19 Vaccine For Indirect Protection,0,https://clinicaltrials.gov/show/NCT04818736
4738,NCT04824469,ClinicalTrials.gov,2021-03-25,2021-05-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,"The Effects of Web-Based Training for Covid-19 Patients on Symptom Management, Medication Compliance and Quality of Life",128,https://clinicaltrials.gov/show/NCT04824469
4739,NCT04832919,ClinicalTrials.gov,2021-04-02,2021-06-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,A Nurse-Community Health Worker-Family Partnership Model: Addressing Uptake of COVID-19 Testing and Control Measures,810,https://clinicaltrials.gov/show/NCT04832919
